Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
CE RW I||RWCIRCLE-KENDRAPARA,Tender Online RCK-20/24,2024_CERWI_104652_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate, Labor License , Electrical License",06-Sep-2024 02:00 PM,19-Sep-2024 05:00 PM,06-Sep-2024 02:00 PM,18-Sep-2024 05:00 PM,06-Sep-2024 02:00 PM ,18-Sep-2024 02:00 PM ,06-Sep-2024 02:00 PM,18-Sep-2024 05:00 PM,27-Sep-2024 05:00 PM,"2,89,513",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Chief Construction Engineer,R.W Circle KPD-JJP","O/o CCE,R.W Circle,Kendrapara-Jajpur","Completion of Settlement colony of Mankedia Tribes at Kusumundia, Ransol in the Dist. of Jajpur under DMF for the year 2023-24.",Construction of Building works,Please refer tender documents ,NA ,"2,89,51,328",Civil Works - Buildings,NA ,Tender,90.0,365.0,Jajpur,755001.0,NA ,NA ,NA ,"O/o CCE,R.W Circle,Kendrapara-Jajpur",No ,No,AOC,01-May-2025,"INR 24,611,523.65",365.0,Prachi Tamasa,30-May-2025 02:41 PM,mankedia.pdf (1033.00 KB),The work has been awarded to Rabi Narayan Sahoo,1.0,2548433.0,RABI NARAYAN SAHOO,INR,"24,611,523.65",1,2548706,BIRAJA PRASAD MISHRA,16-Sep-2024 12:58 PM,Rejected-Finance,Unsuccessful Bidder,23-Apr-2025 02:50 PM,Finance,15 no of bidders have been participated,Puspanjali Behera,27-Sep-2024 05:10 PM,,BOQ Comparative Chart,CCE,Internal,,Nibedita Nayak,23-Apr-2025 02:50 PM,finsummary_506266.pdf (129.22 KB),CE RW I||RWCIRCLE-KENDRAPARA,2024_CERWI_104652_1,Tender Online RCK-20/24,"Completion of Settlement colony of Mankedia Tribes at Kusumundia, Ransol in the Dist. of Jajpur under DMF for the year 2023-24.",Technical,15 no of bidders have participated.,Nibedita Nayak,19-Sep-2024 05:51 PM,technical_506266.pdf,CCE,Internal,,Puspanjali Behera,24-Sep-2024 02:04 PM,27-Sep-2024 05:00 PM,techsummary_506266.pdf (1264.54 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"No Relationship , Affidavit of Correctness Certificate undertaking duly filled, all affidavits",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2551305,CHITTA RANJAN MUDULI,18-Sep-2024 01:24 PM,Rejected-Finance,Unsuccessful Bidder,23-Apr-2025 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"ATO , Work Experience Work in Hand, Machineries and required document as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2551392,MALAYA RANJAN DALABEHERA,17-Sep-2024 10:58 PM,Rejected-Finance,Unsuccessful Bidder,23-Apr-2025 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2551626,PRATAP SETHI,18-Sep-2024 12:05 PM,Rejected-Finance,Unsuccessful Bidder,23-Apr-2025 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2551487,PRAVAT KUMAR BISWAL,18-Sep-2024 08:56 AM,Rejected-Finance,Unsuccessful Bidder,23-Apr-2025 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2548433,RABI NARAYAN SAHOO,15-Sep-2024 10:06 PM,Accepted-AOC,The work has been awarded to Rabi Nrayan Sahoo,30-May-2025 02:41 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2551784,SANJEEB KUMAR BEHERA,18-Sep-2024 02:30 PM,Rejected-Finance,Unsuccessful Bidder,23-Apr-2025 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2551978,SANTANU DAS,18-Sep-2024 02:52 PM,Rejected-Finance,Unsuccessful Bidder,23-Apr-2025 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2551499,SATYAJIT DAS,18-Sep-2024 09:45 AM,Rejected-Finance,Unsuccessful Bidder,23-Apr-2025 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2551689,SONALEE SUVADARSINI,18-Sep-2024 12:45 PM,Rejected-Finance,Unsuccessful Bidder,23-Apr-2025 02:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
