Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
EIC-CIVIL,CE-ROADS-II-05/2024-25,2024_EICCL_105391_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit",03-Oct-2024 06:55 PM,29-Oct-2024 11:30 AM,03-Oct-2024 06:55 PM,28-Oct-2024 05:30 PM,NA ,NA ,03-Oct-2024 06:55 PM,28-Oct-2024 05:30 PM,13-Jan-2025 11:30 AM,"10,10,000",Yes,fixed,,Nil,Nil,1.0,2nd Corrigendum,Date,,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Chief Engineer, Roads-II, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar",Improvement such as widening and strengthening of Barihapur-Basoi-Kankli-Sanda road from 0/000 km to 6/000 km in the district of Dhenkanal under State Plan,Improvement such as widening and strengthening of Barihapur-Basoi-Kankli-Sanda road from 0/000 km to 6/000 km in the district of Dhenkanal under State Plan,Please refer Tender documents. ,NA ,"10,10,48,168",Civil Works - Roads,NA ,Tender,90.0,180.0,Dhenkanal Division,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,AOC,23-May-2025,"INR 85,901,048",180.0,Pradipta Kumar Nayak,23-May-2025 11:08 AM,Barihapur_basoi.pdf (871.00 KB),245P1 of 2025-26,1.0,2585755.0,MONALISHA CONSTRUCTION,INR,"85,901,048",1,2587194,ALEKH INFRACON PRIVATE LIMITED,21-Oct-2024 02:45 PM,Rejected-Technical,Disqualified,09-Jan-2025 02:26 PM,Finance,Finance opening,Pradipta Kumar Nayak,13-Jan-2025 01:19 PM,,BOQ Comparative Chart,CE Roads-II Odisha,Internal,,Pradipta Kumar Nayak,22-May-2025 05:55 PM,finsummary_508357.pdf (871.24 KB),EIC-CIVIL,2024_EICCL_105391_4,CE-ROADS-II-05/2024-25,Improvement such as widening and strengthening of Barihapur-Basoi-Kankli-Sanda road from 0/000 km to 6/000 km in the district of Dhenkanal under State Plan,Technical,Opened,Lipsa Mallick,29-Oct-2024 04:00 PM,,EIC Civil cum Roads,Internal,,Pradipta Kumar Nayak,09-Jan-2025 02:26 PM,13-Jan-2025 11:30 AM,techsummary_508357.pdf (485.99 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2593264,C.P.ARORA ENGINEERS CONTRACTORS PVT LTD,25-Oct-2024 04:42 PM,Rejected-Technical,Disqualified,09-Jan-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2585735,DHANESWAR SAHU,20-Oct-2024 06:23 PM,Rejected-Finance,Other than L1 and L2 bidder,22-May-2025 05:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2583119,G Parameswar Rao,20-Oct-2024 03:27 PM,Rejected-Finance,Other than L1 and L2 bidder,22-May-2025 05:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2586802,MANAS RANJAN ROUT,21-Oct-2024 03:38 PM,Rejected-Technical,Disqualified,09-Jan-2025 02:26 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2585755,MONALISHA CONSTRUCTION,21-Oct-2024 10:39 AM,Accepted-AOC,Selected as L1 bidder,23-May-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2586528,MOTIRANJAN SAHOO,21-Oct-2024 12:00 PM,Rejected-AOC,L1 bidder,23-May-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2586670,M/S PRADHAN CONSTRUCTION.,28-Oct-2024 03:23 PM,Rejected-AOC,L2 bidder,23-May-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2580900,M/s.S.K.Agarwalla,20-Oct-2024 11:46 AM,Rejected-AOC,L1 bidder,23-May-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2586157,Nirod Kumar Behera,25-Oct-2024 12:48 PM,Rejected-AOC,L1 bidder,23-May-2025 11:08 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
