Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Subarnapur,OLIC-SNP-01-2023-24,2023_OLIC_92372_46,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"RC,,GST,GST Challan,Tender Cost, EMD Challan, License, Affidavits and Jointventure As per DTCN.",16-Aug-2023 11:00 AM,25-Aug-2023 11:00 AM,16-Aug-2023 11:00 AM,24-Aug-2023 05:00 PM,16-Aug-2023 11:00 AM ,23-Aug-2023 05:00 PM ,16-Aug-2023 11:00 AM,24-Aug-2023 05:00 PM,"15,290",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Executive Engineer,O/o the Executive Engineer Near Royal Field Sonepur,Installation and energisation of Tileimal-II (Revial) LIPs under Dunguripali Block in Subarnapur District,Installation and energisation of Tileimal-II (Revial) LIPs under Dunguripali Block in Subarnapur District,Please refer to the DTCN. ,NA ,"15,28,954",Civil Works - Others,Lift Irrigation Project (Revival) ,Tender,60.0,90.0,Sonepur,767017.0,NA ,NA ,NA ,Sonepur,No ,No,AOC,23-May-2025,"INR 1,528,954",90.0,Dilip Kar,23-May-2025 11:16 PM,P12.pdf (2878.00 KB),Success on Lottery System,1.0,2212105.0,BARCELONA KHUNTIA,INR,"1,299,764",1,2215138,ABHILASH PRADHAN,23-Aug-2023 10:07 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Invalid HT License submitted,18-May-2025 10:22 PM,Finance,10 Nos. Bidder participated,Dilip Kar,18-May-2025 10:22 PM,finance_448488.pdf,BOQ Comparative Chart,EE,Internal,EE and others,Dilip Kar,23-May-2025 10:18 PM,finsummary_448488.pdf (197.65 KB),Orissa Lift Irrigation Corporation||LI Western Circle Bhawanipatna||LI Division Subarnapur,2023_OLIC_92372_46,OLIC-SNP-01-2023-24,Installation and energisation of Tileimal-II (Revial) LIPs under Dunguripali Block in Subarnapur District,EE,Internal,EE and others,Dilip Kar,18-May-2025 10:27 PM,techsummary_448488.pdf (198.06 KB),1.0,1st Corrigendum,Regarding reopening,15-May-2025 11:22 PM,Revo..pdf ,2909.88,Technical Opening,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2215467,ACHYUTANAND RAUT,24-Aug-2023 10:32 AM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Civil License not submitted,18-May-2025 10:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2215883,ANTARYAMEE SAI,24-Aug-2023 12:39 PM,Rejected-Finance,Un-success on Lottery system,23-May-2025 10:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2212105,BARCELONA KHUNTIA,22-Aug-2023 05:16 PM,Accepted-AOC,Success on Lottery System,23-May-2025 11:16 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2215055,CHANDRAKANTI SAHU,23-Aug-2023 09:29 PM,Not Admitted-Fee/PreQual/Technical/Finance,Others-Invalid Joint venture,18-May-2025 10:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2212897,KALYANI NANDA,24-Aug-2023 12:14 AM,Rejected-Finance,Un-success on Lottery system,23-May-2025 10:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2210194,M/S PRADHAN CONSTRUCTION PROP SASMITA PRADHAN,24-Aug-2023 12:40 PM,Rejected-Finance,Un-success on Lottery system,23-May-2025 10:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2211552,Namita Sahu,24-Aug-2023 04:45 PM,Rejected-Finance,Un-success on Lottery system,23-May-2025 10:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2212439,Ranjan Patra,24-Aug-2023 08:23 AM,Rejected-Finance,Un-success on Lottery system,23-May-2025 10:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2216677,SWOSTI POWERCON,24-Aug-2023 04:11 PM,Rejected-Finance,Un-success on Lottery system,23-May-2025 10:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
