Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,e-Procurement Notice No.ACESIC-03/2024-25,2025_SCDBH_109717_12,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, Registration Certificate",22-Jan-2025 11:00 AM,06-Feb-2025 11:00 AM,22-Jan-2025 11:00 AM,05-Feb-2025 05:00 PM,22-Jan-2025 11:00 AM ,28-Jan-2025 05:00 PM ,22-Jan-2025 11:00 AM,05-Feb-2025 05:00 PM,20-Feb-2025 04:00 PM,"2,54,300",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",Nil,Nil,No,Additional Chief Engineer,"O/o ACE, Salapada Irrigation Circle, Salapada",ACESIC-03/BID-17/2024-25 Improvement to communication facility on baitarani left bank cum ring road from RD. 0.00km to 2.10 km and on baitarani left from RD 8.50km to 11.km,River bank improvement work,Please refer Tender documents. ,NA ,"2,54,21,493",Civil Works - Others,NA ,Tender,90.0,180.0,Keonjhar,758001.0,"O/o ACE, Salapada Irrigation Circle, Salapada ","O/o ACE, Salapada Irrigation Circle, Salapada ",04-Feb-2025 11:30 AM ,"O/o ACE, Salapada Irrigation Circle, Salapada",No ,No,AOC,22-May-2025,"INR 21,610,811.27",180.0,HITESH KUMAR SAHOO,22-May-2025 04:52 PM,RingRoad8.5to11.00.pdf (910.00 KB),Contract Awarded,1.0,2798737.0,Nirmal Chandra Rout,INR,"21,610,811.27",1,2798176,ANIL KUMAR PATRA,05-Feb-2025 10:24 AM,Rejected-Finance,Did not won the lottery,22-May-2025 04:47 PM,Finance,Uploaded financial bid documents of 23 (Twenty three) Nos. of bidders have been downloaded successfully.,Raikan Besra,22-Apr-2025 05:29 PM,finance_526912.pdf,BOQ Comparative Chart,"Additional Chief Engineer, Salapada Irrigation Circle",Internal,"SE and DAO, Office of the SE, Baitarani Irrigation Division",HITESH KUMAR SAHOO,22-May-2025 04:47 PM,finsummary_526912.pdf (910.50 KB),CE BM Baitarani Basin Kenojhar||Addl CE Salapada Irrigation Circle Salapada||SE Salandi Canal Division Bhadrak,2025_SCDBH_109717_12,e-Procurement Notice No.ACESIC-03/2024-25,ACESIC-03/BID-17/2024-25 Improvement to communication facility on baitarani left bank cum ring road from RD. 0.00km to 2.10 km and on baitarani left from RD 8.50km to 11.km,Technical,Uploaded documents of all the participated bidders have been downloaded successfully.,Ratnakar Dalai,07-Feb-2025 07:19 PM,technical_526912.pdf,AOC
,,,,,,,,,,,,,,,,.pdf,"Affidavit, No Relation Certificate and any other documents as per DTCN/SBD.",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2795817,ASHIS KUMAR ROUT,03-Feb-2025 09:15 PM,Rejected-Finance,Did not won the lottery,22-May-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2797960,BHUYAN MAHAPRASAD,05-Feb-2025 09:50 AM,Rejected-Finance,Did not won the lottery,22-May-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2792439,BIJAYA KUMAR ROUT,01-Feb-2025 11:49 AM,Rejected-Finance,Did not won the lottery,22-May-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2793322,BIJAYANANDA SAHOO,03-Feb-2025 10:04 PM,Rejected-Finance,Did not won the lottery,22-May-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2791042,BISHNU PRASAD SETHY,31-Jan-2025 11:32 AM,Rejected-Technical,Does not satisfy the minimum qualifying criteria as per DTCN,20-Feb-2025 02:58 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2797069,CHANDAN KUMAR BEHERA,04-Feb-2025 04:30 PM,Rejected-Finance,Did not won the lottery,22-May-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2799162,DEBASISH DANDSENA,05-Feb-2025 03:23 PM,Rejected-Finance,Did not won the lottery,22-May-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2798654,DINABANDHU NAYAK,05-Feb-2025 12:53 PM,Rejected-Finance,Did not won the lottery,22-May-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2796828,MANOJ KABI,04-Feb-2025 04:16 PM,Rejected-Finance,Did not won the lottery,22-May-2025 04:47 PM,,,,,,,,,,,,,,,,,,,,,,AOC
