Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
CE-NH||SE NH Circle South Berhampur,"16/CCE NH, SOUTH of 2024-25",2024_CENH_108858_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,CONTRACTOR RC GSTIN PAN AFFIDAVIT CERTIFICATES UNDERTAKING AND OTHER DOCUMENTS AS PER DTCN,31-Dec-2024 11:00 AM,16-Jan-2025 11:30 AM,31-Dec-2024 11:00 AM,15-Jan-2025 05:30 PM,NA ,NA ,31-Dec-2024 11:00 AM,15-Jan-2025 05:30 PM,24-Feb-2025 09:00 AM,"1,91,452",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,CHIEF CONSTRUCTION ENGINEER SOUTHERN NH CIRCLE BE,CHIEF CONSTRUCTION ENGINEER SOUTHERN NH CIRCLE BERHAMPUR NEAR CITY COLLEGE AMBAPUA BERHAMPUR PIN-760011,"Providing such as Thrie Beam Crash barrier, Cautionary, Informatory, Mandatory Signage, Delineator from Chainage 40.00 to 69.20 Km.Podamari to Mohana excluding chainage 41.000 to 43.000, 48.000 to 50.000, 50.000 to 51.000 52.000 to 53.000 and","Providing such as Thrie Beam Crash barrier Cautionary Informatory Mandatory Signage Delineator from Chainage 40.00 to 69/20 Km Podamari to Mohana excluding chainage 41.0 to 43.0, 48.0 to 50.0, 50.0 to 51.0, 52.0 to 53.0 and 66.0 to 68.0 to NH326 for",Please refer Tender documents. ,NA ,"1,91,45,230",Civil Works - Roads,NA ,Tender,90.0,90.0,PODAMARI,761014.0,NA ,NA ,NA ,OO CHIEF CONSTRUCTION ENGINEER SOUTHERN NH CIRCLE,No ,No,AOC,05-May-2025,"INR 16,275,359.78",90.0,Prakash Kumar Behera,06-May-2025 07:14 PM,AOC.pdf (1660.00 KB),1.0,2752188.0,PRAVEEN AGRAWAL,INR,"16,275,359.78",1,2743731,BALADEVJEW CONSTRUCTIONS PRIVATE LIMITED,11-Jan-2025 04:24 PM,Rejected-Technical,Technically disqualified by the committee and decided for not opening of his Cover-II i.e. Financial Bid.,18-Feb-2025 01:19 PM,Finance,FINANCIAL BID OF 16 NOS OF BIDDERS HAS BEEN OPENED.,Mamata Rani Sabat,24-Feb-2025 02:21 PM,,BOQ Comparative Chart,CHIEF CONSTRUCTION ENGINEER SOUTHJERN NH CIRCLE BERHAMPUR,Internal,CCE SOUTHJERN NH CIRCLE BERHAMPUR PA TO CCE SOUTHJERN NH CIRCLE BERHAMPUR DA AND SE NH DIVISION PARALAKHEMUNDI,Prakash Kumar Behera,17-Mar-2025 07:44 PM,finsummary_522561.pdf (218.01 KB),CE-NH||SE NH Circle South Berhampur,2024_CENH_108858_1,"16/CCE NH, SOUTH of 2024-25","Providing such as Thrie Beam Crash barrier, Cautionary, Informatory, Mandatory Signage, Delineator from Chainage 40.00 to 69.20 Km.Podamari to Mohana excluding chainage 41.000 to 43.000, 48.000 to 50.000, 50.000 to 51.000 52.000 to 53.000 and",Technical,21 (Twenty One) nos of bidders have participated in the online tender process and their technical bid (Cover-I) has been opened.,Mamata Rani Sabat,21-Jan-2025 05:19 PM,,"Chief Construction Engineer, Southern NH Circle, Berhampur",Internal,"Chief Construction Engineer, Southern NH Circle, Berhampur PA TO CCE SE DA OO EXECUTIVE ENGINEER NH DIVISION PARALAKHEMUNDI",Prakash Kumar Behera,18-Feb-2025 01:19 PM,24-Feb-2025 09:00 AM,techsummary_522561.pdf (760.05 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITIES,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2752310,Bhagaban Nath,15-Jan-2025 04:17 PM,Rejected-Technical,Technically disqualified by the committee and decided for not opening of his Cover-II i.e. Financial Bid.,18-Feb-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2746082,Durga Prasanna Rath,15-Jan-2025 12:18 PM,Rejected-Finance,STOOD L2.,17-Mar-2025 07:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2750397,HARI HARA SWAIN,15-Jan-2025 12:35 PM,Rejected-Technical,Technically disqualified by the committee and decided for not opening of his Cover-II i.e. Financial Bid.,18-Feb-2025 01:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2751748,MANTU KUMAR PATTNAYAK,15-Jan-2025 02:12 PM,Rejected-Finance,STOOD L2.,17-Mar-2025 07:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,2752058,M/S DARK EYE ENTERPRISERS,15-Jan-2025 03:19 PM,Rejected-Finance,STOOD L2.,17-Mar-2025 07:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,2749974,NARASINGH PATRA,14-Jan-2025 07:47 PM,Rejected-Finance,STOOD L2.,17-Mar-2025 07:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,2748727,OM MAA CONSTRUCTION,15-Jan-2025 01:59 PM,Rejected-Finance,STOOD L2.,17-Mar-2025 07:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,2750424,PRASANTA KUMAR SAHU,15-Jan-2025 12:29 PM,Rejected-Finance,STOOD L2.,17-Mar-2025 07:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,2752301,PRATAP KUMAR DASH,15-Jan-2025 04:18 PM,Rejected-Finance,STOOD L2.,17-Mar-2025 07:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
