Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Bhubaneswar Development Authority||Bhubaneswar Development Authority||EE BDA Division IV,"1085, Dated-27/08/2024",2024_BDABU_104505_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"EMD, GST, PAN, EPF and ESI, RC and Tender Cost",30-Aug-2024 09:00 AM,13-Sep-2024 11:30 AM,30-Aug-2024 09:00 AM,12-Sep-2024 05:00 PM,NA ,NA ,30-Aug-2024 09:00 AM,12-Sep-2024 05:00 PM,17-Oct-2024 01:15 PM,"11,062",Yes,percentage,1.0%,Nil,Nil,1.0,Extension of Date,Date,,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,"Executive Engineer-IV, BDA, Bhubaneswar.","Office of the Executive Engineer-IV, BDA, Bhubaneswar.","Provision of illumination to the newly constructed Morum path for Kharavel Park, Khandagiri, Bhubaneswar","Provision of illumination to the newly constructed Morum path for Kharavel Park, Khandagiri, Bhubaneswar",Please refer Tender documents. ,NA ,"11,06,191",Electrical Works,NA ,Tender,90.0,21.0,BHUBANESWAR,751001.0,NA ,NA ,NA ,"Executive Engineer-IV, BDA, Bhubaneswar.",No ,No,AOC,09-May-2025,"INR 940,373",21.0,MADHUSUDAN SAHOO,09-May-2025 01:27 PM,AoCkhara.pdf (539.00 KB),Date of Commencement 07/11/2024 and Date of Completion 28/11/2024,1.0,2541404.0,RSC ELECTRICAL AND CONSTRUCTION,INR,"940,373",1,2542076,ASPIRE CONSTRUCTION,06-Sep-2024 05:49 PM,Rejected-Finance,As per transparent lottery system.,09-May-2025 01:23 PM,Finance,Financial Bid (Cover-II) downloaded and evaluation under process.,MADHUSUDAN SAHOO,17-Oct-2024 01:23 PM,,BOQ Comparative Chart,"EXECUTIVE ENGINEER-IV, BDA, BHUBANESWAR.",Internal,"Estimator-I, Division No.IV, S.D.O. -I (Elect), Division No.IV and D.A.O., Division No.IV, BDA, Bhubaneswar.",MADHUSUDAN SAHOO,09-May-2025 01:23 PM,finsummary_505682.pdf (578.28 KB),Bhubaneswar Development Authority||Bhubaneswar Development Authority||EE BDA Division IV,2024_BDABU_104505_1,"1085, Dated-27/08/2024","Provision of illumination to the newly constructed Morum path for Kharavel Park, Khandagiri, Bhubaneswar",Technical,Technical Bid (Cover-I) downloaded and evaluation under process.,MADHUSUDAN SAHOO,13-Sep-2024 03:00 PM,,"EXECUTIVE ENGINEER-IV, BDA, BHUBANESWAR.",Internal,"Estimator-I, SDO-II (Elect) and DAO, Division No.IV, BDA, Bhubaneswar.",Hembram Bhujuram,17-Oct-2024 01:00 PM,17-Oct-2024 01:15 PM,techsummary_505682.pdf (562.63 KB),AOC
,,,,,,,,,,,,,,,,.pdf,All other documents as per DTCN,,,,,,,,,,,,,,,,2.0,MODIFICATION OF CLAUSE 7,Other,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2543338,CORESPIKE ELECTRICALS PVT LTD,09-Sep-2024 01:52 PM,Rejected-Finance,As per transparent lottery system.,09-May-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BoQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2542879,Jay Maa Engineering,08-Sep-2024 12:44 PM,Rejected-Finance,As per transparent lottery system.,09-May-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2541565,MODERN WINDING AND ELECTRICALS,05-Sep-2024 06:03 PM,Rejected-Finance,As per transparent lottery system.,09-May-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2543888,M/S D.S. ASSOCIATES,10-Sep-2024 11:54 AM,Rejected-Finance,As per transparent lottery system.,09-May-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2543483,M/S S. R. ENGINEERS AND CONSTRUCTION,09-Sep-2024 03:56 PM,Rejected-Finance,As per transparent lottery system.,09-May-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2546414,RAMESH CHANDRA SAHOO,12-Sep-2024 04:39 PM,Rejected-Technical,REJECTED,17-Oct-2024 01:00 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2541404,RSC ELECTRICAL AND CONSTRUCTION,05-Sep-2024 01:34 PM,Accepted-AOC,As per transparent lottery system.,09-May-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2542058,SOUMIT PANDA,06-Sep-2024 05:28 PM,Rejected-Finance,As per transparent lottery system.,09-May-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2545849,SRD ENERGY TREE PVT LTD,12-Sep-2024 09:18 AM,Rejected-Finance,As per transparent lottery system.,09-May-2025 01:23 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
