Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",393_01_OLIC_03_03_2025,2025_OLIC_111706_4,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Civil license, PAN, GST, Affidavit, EMD, Paper Cost",17-Mar-2025 10:00 AM,25-Mar-2025 11:00 AM,17-Mar-2025 10:00 AM,24-Mar-2025 05:00 PM,17-Mar-2025 10:00 AM ,21-Mar-2025 05:00 PM ,17-Mar-2025 10:00 AM,24-Mar-2025 05:00 PM,03-Apr-2025 03:55 PM,"19,814",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,Yes,"Executive Engineer L.I.Division, Jajpur Road","Executive Engineer L.I.Division, Jajpur Road",PKG4,Reinforcement of Old operable Lift irrigation Projects on turnkey basis at Sahaspur III TW M Jamalpur III TW Soti II TW and Narpada I TW under Korai Block,Please refer to the DTCN ,NA ,"19,81,390",Civil Works - Lift Irrigation Schemes,NA ,Tender,180.0,60.0,Jajpur Road,755019.0,NA ,NA ,NA ,"O/O Executive Engineer, L.I.Division, Jajpur Road",No ,No,AOC,06-May-2025,"INR 1,987,568",60.0,PURUSOTTAM VISHWAKARMA,06-May-2025 11:48 AM,PKG4_compressed.pdf (2440.00 KB),"Work order for reinforcement of Old and operable project at Sahaspur IITW, M Jamalpur III TW, Soti, I and II TW and Narapada I TW under Korai Block",1.0,2861410.0,JAY SHREERAM CONSTRUCTION,INR,"1,987,568",1,2865386,ALOKA KUMAR BHUYAN,23-Mar-2025 03:38 PM,Rejected-Finance,Failed in the Lottery,03-May-2025 12:49 PM,Finance,Opened Successfully,BHANJA KISHOR PRADHAN,03-Apr-2025 07:55 PM,finance_533391.pdf,BOQ Comparative Chart,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma and Dibakar Paradhan,PURUSOTTAM VISHWAKARMA,03-May-2025 12:49 PM,finsummary_533391.pdf (45.05 KB),"Orissa Lift Irrigation Corporation||LI,Central Circle, Cuttack||LI Division Jajpur Road",2025_OLIC_111706_4,393_01_OLIC_03_03_2025,PKG4,Technical,Opened Successfully,BHANJA KISHOR PRADHAN,25-Mar-2025 12:28 PM,technical_533391.pdf,Ajaya Kumar Mishra,Internal,Purusottam Vishwakarma,AJAYA KUMAR MISHRA,03-Apr-2025 03:53 PM,03-Apr-2025 03:55 PM,techsummary_533391.pdf (36.52 KB),AOC
,,,,,,,,,,,,,,,,.pdf,DTCN Documents,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2863573,Anushka Infrastructure Prop -Hrushi Kesha Pati,21-Mar-2025 07:13 PM,Rejected-Finance,Failed in the Lottery,03-May-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bils of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2864868,BALARAM SENAPATI,22-Mar-2025 07:28 PM,Rejected-Finance,Failed in the Lottery,03-May-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2866683,BIPIN BEHARI MAJHI,24-Mar-2025 02:06 PM,Rejected-Finance,Failed in the Lottery,03-May-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2865779,GIRIDHARI JENA,23-Mar-2025 09:27 PM,Rejected-Finance,Failed in the Lottery,03-May-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2866916,Golekha Bihari Aich,24-Mar-2025 02:58 PM,Rejected-Finance,Failed in the Lottery,03-May-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2865805,JAGDEV PANDA,23-Mar-2025 09:45 PM,Rejected-Finance,Failed in the Lottery,03-May-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2861410,JAY SHREERAM CONSTRUCTION,23-Mar-2025 01:12 PM,Accepted-AOC,Accepted the bid,06-May-2025 11:48 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2866575,JITENDRA KUMAR GAHAN,24-Mar-2025 01:08 PM,Rejected-Finance,Failed in the Lottery,03-May-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2865899,JITENDRA NAYAK,24-Mar-2025 07:38 AM,Rejected-Finance,Failed in the Lottery,03-May-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,11,2865202,M/S SATYA NARAYAN TRADERS PROP. SUDEEPTA KUMAR MOHAPATRA,23-Mar-2025 12:12 PM,Rejected-Finance,Failed in the Lottery,03-May-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,12,2866532,SAGUN ENTERPRISES,24-Mar-2025 01:56 PM,Rejected-Finance,Failed in the Lottery,03-May-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,13,2866334,SANTANU KUMAR SAHOO,24-Mar-2025 12:04 PM,Rejected-Finance,Failed in the Lottery,03-May-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,14,2865889,SHASHIKANTA MALIK,24-Mar-2025 12:41 PM,Rejected-Finance,Being L1 Accept the bid,03-May-2025 12:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
