Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
EIC-CIVIL,CE-ROADS-I- 07/2024-25,2024_EICCL_105592_8,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit",09-Oct-2024 06:00 PM,29-Oct-2024 11:30 AM,09-Oct-2024 06:00 PM,28-Oct-2024 05:30 PM,NA ,NA ,09-Oct-2024 06:00 PM,28-Oct-2024 05:30 PM,13-Jan-2025 11:45 AM,"10,42,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Chief Engineer, Roads-I, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar.",Improvement of Khandagiri-Chandaka road from 3/700 km to 11/500 km in the district of Khordha under CRDP,Improvement of Khandagiri-Chandaka road from 3/700 km to 11/500 km in the district of Khordha under CRDP,Please refer Tender documents. ,NA ,"10,41,89,780",Civil Works - Roads,NA ,Tender,90.0,150.0,Bhubaneswar-III,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,AOC,10-Jul-2025,"INR 88,571,732",150.0,Pradipta Kumar Nayak,10-Jul-2025 06:54 PM,Khandagiri_Chandaka_AOC.pdf (358.00 KB),13P1 of 2025-26,1.0,2596767.0,RAJAT MOHAPATRA,INR,"88,571,732",1,2595597,ABHISEK SINGH SAMANTA,28-Oct-2024 01:51 PM,Rejected-AOC,L1 bidder,10-Jul-2025 06:54 PM,Finance,Finance opening,Pradipta Kumar Nayak,13-Jan-2025 12:11 PM,,BOQ Comparative Chart,CE Roads-I Odisha,Internal,,Pradipta Kumar Nayak,10-Jul-2025 06:51 PM,finsummary_509345.pdf (357.56 KB),EIC-CIVIL,2024_EICCL_105592_8,CE-ROADS-I- 07/2024-25,Improvement of Khandagiri-Chandaka road from 3/700 km to 11/500 km in the district of Khordha under CRDP,Technical,opening,Pradipta Kumar Nayak,09-Jan-2025 08:09 PM,,EIC Civil Cum Roads Odisha,Internal,,Pradipta Kumar Nayak,09-Jan-2025 08:18 PM,13-Jan-2025 11:45 AM,techsummary_509345.pdf (376.35 KB),1.0,Tender Revocation,Tender Revocation,09-Jan-2025 07:55 PM,Revoke_Khandagiri.pdf ,68.66,Technical Opening,AOC
,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2596536,ACP CONSTRUCTION,28-Oct-2024 04:03 PM,Rejected-AOC,L1 bidder,10-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2596365,DEBABRATA SAMAL,28-Oct-2024 02:40 PM,Rejected-Finance,Other than L1 and L2 bidder,10-Jul-2025 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2593905,MANOJ KUMAR SAHOO,26-Oct-2024 03:16 PM,Rejected-Finance,Other than L1 and L2 bidder,10-Jul-2025 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2582007,M/s BIGYAN PARIDA,28-Oct-2024 02:49 PM,Rejected-Technical,Disqualified,09-Jan-2025 08:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2593703,M/S P B CONSTRUCTION,28-Oct-2024 01:25 PM,Rejected-AOC,L1 bidder,10-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2594692,NARAYAN PRADHAN,28-Oct-2024 04:49 PM,Rejected-Finance,Other than L1 and L2 bidder,10-Jul-2025 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2586517,OM MAA CONSTRUCTION,23-Oct-2024 03:25 PM,Rejected-AOC,L2 bidder,10-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2596174,Pramod Kumar Acharaya,28-Oct-2024 01:48 PM,Rejected-Finance,Other than L1 and L2 bidder,10-Jul-2025 06:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2596294,PRAMOD KUMAR SWAIN,28-Oct-2024 02:08 PM,Rejected-Technical,Disqualified,09-Jan-2025 08:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,11,2596767,RAJAT MOHAPATRA,28-Oct-2024 05:21 PM,Accepted-AOC,Selected as L1 bidder,10-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,12,2594299,ROUT INFRASTRUCTURE PRIVATE LIMITED,28-Oct-2024 02:06 PM,Rejected-AOC,L1 bidder,10-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,13,2586830,SIBA PRASAD PARIDA,25-Oct-2024 05:00 PM,Rejected-AOC,L1 bidder,10-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,14,2595890,SPAN INFRA BUILDERS PVT. LTD,28-Oct-2024 12:20 PM,Rejected-AOC,L1 bidder,10-Jul-2025 06:54 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
