Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
WATCO Bhubaneswar||Director (Projects) Watco,WATCO (P)-2(2)/2024-25 Dtd.04.03.2025,2025_DPWTC_111352_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",13-Mar-2025 11:00 AM,28-Mar-2025 12:30 PM,13-Mar-2025 11:00 AM,27-Mar-2025 05:00 PM,NA ,NA ,13-Mar-2025 11:00 AM,27-Mar-2025 05:00 PM,22-Apr-2025 11:30 AM,"1,72,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"11,800",Nil,Nil,No,Director Projects,"The Director Projects, Office of the Managing Director, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2391444","Replacement of Old House Service Connections of Consumers at Ward No.11,12,14,15,16,17,18 and 19 of Sambalpur Municipal Corporation","Replacement of Old House Service Connections of Consumers at Ward No.11,12,14,15,16,17,18 and 19 of Sambalpur Municipal Corporation",Please refer Tender documents. ,NA ,"1,71,89,000",Civil Works - Water Works,NA ,Tender,120.0,270.0,Sambalpur Municipal Corporation,768001.0,NA ,NA ,NA ,Bhubaneswar,No ,No,AOC,19-Jul-2025,"INR 14,612,435",270.0,Debabrata Mohanty,19-Jul-2025 03:05 PM,AOC.pdf (551.00 KB),1.0,2866252.0,Jayadev Panda,INR,"14,612,435",1,2869182,ASHISH MOHANTY,26-Mar-2025 02:24 PM,Rejected-AOC,Not a lowest bidder,19-Jul-2025 03:05 PM,Finance,Nine no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Guru Charan Das,22-Apr-2025 11:57 AM,,BOQ Comparative Chart,Director-Project,Internal,,Debabrata Mohanty,19-Jul-2025 03:01 PM,finsummary_532288.pdf (1346.81 KB),WATCO Bhubaneswar||Director (Projects) Watco,2025_DPWTC_111352_1,WATCO (P)-2(2)/2024-25 Dtd.04.03.2025,"Replacement of Old House Service Connections of Consumers at Ward No.11,12,14,15,16,17,18 and 19 of Sambalpur Municipal Corporation",Technical,Ten no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Guru Charan Das,28-Mar-2025 02:05 PM,,Director-Project,Internal,,Debabrata Mohanty,21-Apr-2025 10:57 AM,22-Apr-2025 11:30 AM,techsummary_532288.pdf (5681.30 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2869784,BALDEV PANDA,27-Mar-2025 01:08 PM,Rejected-AOC,Not a lowest bidder,19-Jul-2025 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2861987,CHINTAMANI KUNDA,27-Mar-2025 01:28 AM,Rejected-AOC,Not a lowest bidder,19-Jul-2025 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2866252,Jayadev Panda,24-Mar-2025 10:46 PM,Accepted-AOC,Lowest bidder in Lottery,19-Jul-2025 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2869450,"KUNDAN KUMAR MISHRA,PROP-.KR INFRA PROJECTS",26-Mar-2025 03:49 PM,Rejected-AOC,Not a lowest bidder,19-Jul-2025 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,2865613,Nilamani Satpathy,23-Mar-2025 09:31 PM,Rejected-AOC,Not a lowest bidder,19-Jul-2025 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,2869456,Prasanta Kumar Gochhayat,26-Mar-2025 03:58 PM,Rejected-AOC,Not a lowest bidder,19-Jul-2025 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,2870927,RUDRA CONSTRUCTION,27-Mar-2025 04:48 PM,Rejected-Technical,Technically disqualified,21-Apr-2025 10:57 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,2870813,SANGRAM SWAIN,27-Mar-2025 03:11 PM,Rejected-AOC,Not a lowest bidder,19-Jul-2025 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,2869441,SRI NALINI KUMAR SWAIN,27-Mar-2025 04:31 PM,Rejected-AOC,Not a lowest bidder,19-Jul-2025 03:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
