Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
CE RW I||RWCIRCLE-KEONJHAR,NCB-12/RWCKJR/2024-25,2024_CERWI_104649_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, Registration Certificate, GSTIN, PAN, Affidavits etc.",05-Sep-2024 05:00 PM,18-Sep-2024 11:00 AM,05-Sep-2024 05:00 PM,17-Sep-2024 05:00 PM,05-Sep-2024 05:00 PM ,13-Sep-2024 05:00 PM ,05-Sep-2024 05:00 PM,17-Sep-2024 05:00 PM,02-Dec-2024 05:30 PM,"3,48,923",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Chief Engineer, R.W. Circle, Keonjhar","O/o C.C.E., R.W. Circle, Keonjhar",Construction of road from Begenadihi to Kadakala from 0/000 Km. to 2/500 Km. under DMF in the District of Keonjhar.,Construction of road from Begenadihi to Kadakala from 0/000 Km. to 2/500 Km. under DMF in the District of Keonjhar.,Please refer Tender documents. ,NA ,"3,48,92,288",Civil Works - Roads,NA ,Tender,90.0,270.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o C.C.E., R.W. Circle, Keonjhar",No ,No,AOC,30-Dec-2024,"INR 31,406,548.43",270.0,Puspanjali Bangsingh,07-Jul-2025 04:47 PM,AGTBEGNADIHI.pdf (864.00 KB),Award of Contract.,1.0,2549303.0,SITARAM DEO,INR,"31,406,548.43",1,2550424,ABHIJIT PARIDA,17-Sep-2024 02:31 PM,Rejected-Finance,L6,23-Dec-2024 01:05 PM,Finance,COVER-II,Puspanjali Bangsingh,03-Dec-2024 02:02 PM,finance_506200.pdf,BOQ Comparative Chart,Sarat Kumar Rout,Internal,Puspanjali Bangsingh Monalisha Hembram Monalisa Behera,Puspanjali Bangsingh,23-Dec-2024 01:05 PM,finsummary_506200.pdf (522.29 KB),CE RW I||RWCIRCLE-KEONJHAR,2024_CERWI_104649_1,NCB-12/RWCKJR/2024-25,Construction of road from Begenadihi to Kadakala from 0/000 Km. to 2/500 Km. under DMF in the District of Keonjhar.,Technical,Total 10 Nos. bidder participated.,Monalisa Behera,19-Sep-2024 06:02 PM,technical_506200.pdf,Sarat Kumar Rout,Internal,Puspanjali Bangsingh Monalisha Hembram Monalisa Behera,Sarat Kumar Rout,28-Nov-2024 06:10 PM,02-Dec-2024 05:30 PM,techsummary_506200.pdf (903.97 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"Profit Loss statement, List of similar nature of work, Work in hand and other documents as per DTCN.",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2550027,ANUP KUMAR SAHOO,17-Sep-2024 02:05 PM,Rejected-Finance,L5,23-Dec-2024 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Machineries and all other documents required as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2550928,ASHIT KUMAR JENA,17-Sep-2024 04:50 PM,Rejected-Technical,1. Insufficient Bid Capacity 2. Suppression of fact as per Clause No.2.1.8(i) of DTCN.,28-Nov-2024 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2547054,BIKASH GHADEI,17-Sep-2024 03:45 PM,Rejected-AOC,L2,07-Jul-2025 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2550982,DIPUJEE PRADHAN,17-Sep-2024 04:58 PM,Rejected-Technical,Insufficient Bid Capacity.,28-Nov-2024 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2550924,MAHIMALEKH INFRADEV PRIVATE LIMITED,17-Sep-2024 04:38 PM,Rejected-Technical,Insufficient similar nature of work.,28-Nov-2024 06:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2549855,Rajesh Kumar Sahoo,17-Sep-2024 12:32 PM,Rejected-Finance,L2,23-Dec-2024 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2549303,SITARAM DEO,16-Sep-2024 08:44 PM,Accepted-AOC,L1,07-Jul-2025 04:48 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2550877,SUJIT KUMAR JENA,17-Sep-2024 04:45 PM,Rejected-Finance,L4,23-Dec-2024 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2550779,SUMIT NANDAN MOHANTY,17-Sep-2024 04:05 PM,Rejected-Finance,L3,23-Dec-2024 01:05 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
