Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
CE RW I||RWCIRCLE-BHUBANESWAR,Tender Online C.C-25 of 2024,2025_CERWI_109057_58,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate",21-Jan-2025 02:00 PM,29-Jan-2025 11:00 AM,21-Jan-2025 02:00 PM,28-Jan-2025 05:00 PM,NA ,NA ,21-Jan-2025 02:00 PM,28-Jan-2025 05:00 PM,31-Mar-2025 09:00 AM,"3,21,167",Yes,percentage,1.0%,Nil,Nil,1.0,Other Corrigendum,Other,,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,ChiefConstructionEngineer,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR",Improvement of Othaka to Bangurigaon under MMSY-Improvement to Existing RD road in the Dist. of Puri for the year 2024-25,Improvement of Othaka to Bangurigaon under MMSY-Improvement to Existing RD road in the Dist. of Puri for the year 2024-25,Please refer Tender documents. ,NA ,"3,21,16,654",Civil Works - Roads,NA ,Tender,90.0,180.0,Nimapara,752106.0,NA ,NA ,NA ,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR",No ,No,AOC,17-Jun-2025,"INR 27,302,367",180.0,Naran Murmu,01-Jul-2025 12:25 PM,OthakaAgmtDetails.pdf (950.00 KB),"Work order letter No.2207 dtd.04.06.25 and Agmt. No.06 P1 of 2025-26 dtd.04.06.25 of Superintending Engineer, Rural Works Division, Nimpara",1.0,2777285.0,MANORANJAN SWAIN,INR,"27,302,367",1,2770399,CHAKRADHAR PARIDA,26-Jan-2025 12:14 PM,Rejected-AOC,Rejected,01-Jul-2025 12:25 PM,Finance,10 nos bidder qualified in the tender,Mausumi Mishra,31-Mar-2025 11:50 AM,,BOQ Comparative Chart,Chief Construction Engineer,Internal,ExecutiveEngineerRWDivision Nayagarh SrDAORWDivision Nimapara PAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Mausumi Mishra,17-Jun-2025 04:33 PM,finsummary_523857.pdf (253.50 KB),CE RW I||RWCIRCLE-BHUBANESWAR,2025_CERWI_109057_58,Tender Online C.C-25 of 2024,Improvement of Othaka to Bangurigaon under MMSY-Improvement to Existing RD road in the Dist. of Puri for the year 2024-25,Technical,11 nos bidder participated in the tender,Mausumi Mishra,30-Mar-2025 04:17 PM,,Chief Construction Engineer,Internal,ExecutiveEngineerRWDivision Nayagarh SrDAORWDivision Nimapara PAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Mausumi Mishra,30-Mar-2025 04:21 PM,31-Mar-2025 09:00 AM,techsummary_523857.pdf (1203.38 KB),1.0,Tender Revocation,Tender Revocation,30-Mar-2025 03:04 PM,1338.pdf ,950.24,Technical Opening,AOC
,,,,,,,,,,,,,,,,.pdf,"Work in Hand, Machineries, Affidavit of Correctness Certificate",,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2783044,HARISANKAR PRADHAN,28-Jan-2025 11:59 AM,Rejected-Finance,Other than L1 and L2,17-Jun-2025 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"No Relationship Certificate, ATO, Work Experience and required documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2783971,JAYANTA KUMAR PARIDA,28-Jan-2025 04:42 PM,Rejected-Finance,Other than L1 and L2,17-Jun-2025 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2783066,MANOJ KUMAR SAHOO,28-Jan-2025 02:40 PM,Rejected-Finance,Other than L1,17-Jun-2025 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2777285,MANORANJAN SWAIN,28-Jan-2025 12:31 PM,Accepted-AOC,Accepted,01-Jul-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2782103,PRAFULLA KUMAR MISHRA,27-Jan-2025 10:28 PM,Rejected-AOC,Rejected,01-Jul-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2782191,RANJAN KUMAR SWAIN,27-Jan-2025 11:22 PM,Rejected-Finance,Other than L1 and L2,17-Jun-2025 04:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2783043,SRIKANTA KUMAR SAHOO,28-Jan-2025 12:04 PM,Rejected-AOC,Rejected,01-Jul-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2784117,Subash Chandra Mohanty,28-Jan-2025 04:40 PM,Rejected-AOC,Rejected,01-Jul-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2782406,SUMANTA KUMAR SAHOO,28-Jan-2025 02:17 AM,Rejected-Technical,As per Clause No.2.1(1) of the Eligibility Criteria of General Instructions To the Tenderers of the DTCN (Suppression of facts),30-Mar-2025 04:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,11,2781413,SURESH KUMAR PANDA,27-Jan-2025 08:13 PM,Rejected-AOC,Rejected,01-Jul-2025 12:25 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
