Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-CUTTACK,CCE.Ctc.(RandB)3/2024-25,2024_EICCL_105306_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Paper cost, EMD, GSTIN, PAN, RC, Affidavit and correctness certificate",01-Oct-2024 05:00 PM,15-Oct-2024 11:00 AM,01-Oct-2024 05:00 PM,14-Oct-2024 05:30 PM,NA ,NA ,01-Oct-2024 05:00 PM,14-Oct-2024 05:30 PM,19-Feb-2025 11:30 AM,"9,31,500",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,CCE Cuttack RandB Circle,O/o CCE Cuttack RandB Circle,Construction of Academic Block-B (Gplus4) with terrace floor and dismantling of old structure of BOSE Cuttack,Building work,As per DTCN ,NA ,"9,31,43,665",Civil Works - Buildings,NA ,Tender,90.0,330.0,Cuttack,753001.0,NA ,NA ,NA ,O/o CCE Cuttack RandB Circle,No ,No,AOC,25-Jul-2025,"INR 97,346,866",330.0,Trinatha Behera,25-Jul-2025 06:44 PM,Agacademy.pdf (675.00 KB),The stipulated date of commencement may be read as 23.06.2025 to complete the work within 11 calendar months,1.0,2573330.0,MESSERS DAKSHYA CONSTRUCTION,INR,"97,346,866",1,2575859,ARUN KUMAR NAYAK,14-Oct-2024 02:43 PM,Rejected-Finance,Due to L5,21-Mar-2025 06:20 PM,Finance,12 bidders have participated,Parsuram Sahu,19-Feb-2025 03:51 PM,,BOQ Comparative Chart,Pravash Kumar Majhi,Internal,SE Cuttack2 Sr DAO EE PA to CCE JE Estimator,Pravash Kumar Majhi,21-Mar-2025 06:20 PM,finsummary_508121.pdf (72.62 KB),EIC-CIVIL||SERNB-CIRCLE-CUTTACK,2024_EICCL_105306_2,CCE.Ctc.(RandB)3/2024-25,Construction of Academic Block-B (Gplus4) with terrace floor and dismantling of old structure of BOSE Cuttack,Technical,15 bidders have participated,Parsuram Sahu,18-Feb-2025 01:50 PM,,Pravash Kumar Majhi,Internal,SE CuttackI Sr DAO EE PA to CCE JE Estimator,Pravash Kumar Majhi,18-Feb-2025 03:21 PM,19-Feb-2025 11:30 AM,techsummary_508121.pdf (916.32 KB),1.0,Reevaluation,Reevaluation of tender,18-Feb-2025 01:23 PM,Acabose.pdf ,900.92,Technical Opening,AOC
,,,,,,,,,,,,,,,,.pdf,Machinaries and other documents as per DTCN,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2575875,ASHOK KUMAR DASH,14-Oct-2024 01:45 PM,Rejected-Technical,Disqualified,18-Feb-2025 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2571297,BAZRANGI CONSTRUCTIONS PROP. BIJAYA KUMAR NAYAK,14-Oct-2024 03:35 PM,Rejected-Finance,Due to L3,21-Mar-2025 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2575141,BISWAJIT ROUT,14-Oct-2024 12:28 PM,Rejected-Technical,Disqualified,18-Feb-2025 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2575052,CMRGS INFRASTRUCTURE PROJECTS LIMITED,13-Oct-2024 06:29 PM,Rejected-Finance,Due to L5,21-Mar-2025 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2573433,KAILASH CHANDRA LENKA,10-Oct-2024 06:29 PM,Rejected-Finance,Due to L5,21-Mar-2025 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2571705,MANOJ KUMAR MOHAPATRA,14-Oct-2024 07:28 AM,Rejected-Finance,Due to L5,21-Mar-2025 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2573330,MESSERS DAKSHYA CONSTRUCTION,14-Oct-2024 11:41 AM,Accepted-AOC,Due to L1,25-Jul-2025 06:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2575388,M/s BIGYAN PARIDA,14-Oct-2024 05:25 PM,Rejected-Technical,Disqualified,18-Feb-2025 03:21 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2576278,PRITHUDIPTI BOSE,14-Oct-2024 05:27 PM,Rejected-Finance,Due to L5,21-Mar-2025 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
