Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
PHEO||SEPH-CIRCLE-BBSR||EE P.H. Division Bhubaneswar,SEPHBBSR-03/2025-26 DTD.30.04.2025,2025_PHEO_113021_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",05-May-2025 11:00 AM,20-May-2025 12:30 PM,05-May-2025 11:00 AM,19-May-2025 05:00 PM,05-May-2025 11:00 AM ,09-May-2025 05:00 PM ,05-May-2025 11:00 AM,19-May-2025 05:00 PM,04-Jun-2025 12:30 PM,"2,19,690",Yes,percentage,1.0%,Nil,Nil,1.0,Corrigendum,Other,,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,Superintending Engineer,"Superintending Engineer, P.H. Division, Saheed Nagar , Bhubaneswar-751007, Odisha, Phone (0674) 2540578",Laying of DI water supply pipe line from Somanath bus stand to Balugaon police station due to widening of road by R and B Department at Balugaon ULB,Laying of DI water supply pipe line from Somanath bus stand to Balugaon police station due to widening of road by R and B Department at Balugaon ULB,Please refer Tender documents. ,NA ,"2,19,69,000",Civil Works - Water Works,NA ,Tender,120.0,60.0,Balugaon ULB,752030.0,NA ,NA ,NA ,Bhubaneswar,No ,No,AOC,07-Jul-2025,"INR 18,675,419",60.0,Sukant Kumar Sethi,07-Jul-2025 06:13 PM,AOC.pdf (731.00 KB),1.0,2922165.0,M/S HARA ENGINEERING WORKS,INR,"18,675,419",1,2924317,AJAYA KUMAR LENKA,19-May-2025 11:15 AM,Rejected-AOC,Not a lowest bidder,07-Jul-2025 06:13 PM,Finance,Twelve no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Sukant Kumar Sethi,04-Jun-2025 12:44 PM,,BOQ Comparative Chart,Superintending Engineer,Internal,,Sukant Kumar Sethi,07-Jul-2025 06:09 PM,finsummary_538156.pdf (271.16 KB),PHEO||SEPH-CIRCLE-BBSR||EE P.H. Division Bhubaneswar,2025_PHEO_113021_1,SEPHBBSR-03/2025-26 DTD.30.04.2025,Laying of DI water supply pipe line from Somanath bus stand to Balugaon police station due to widening of road by R and B Department at Balugaon ULB,Technical,Twelve no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Sukant Kumar Sethi,20-May-2025 12:53 PM,,Superintending Engineer,Internal,,Sukant Kumar Sethi,03-Jun-2025 02:53 PM,04-Jun-2025 12:30 PM,techsummary_538156.pdf (753.94 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2924621,ANUP KUMAR BEHERA,19-May-2025 12:56 PM,Rejected-AOC,Not a lowest bidder,07-Jul-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2924632,AZIZUR REHAMAN,19-May-2025 01:06 PM,Rejected-AOC,Not a lowest bidder,07-Jul-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2919974,CHINTAMANI KUNDA,18-May-2025 11:33 PM,Rejected-AOC,Not a lowest bidder,07-Jul-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2925189,LAXMIDHAR BHOL,19-May-2025 03:42 PM,Rejected-AOC,Not a lowest bidder,07-Jul-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,2920291,MAHENDRA KUMAR SAHOO,16-May-2025 11:27 AM,Rejected-AOC,Not a lowest bidder,07-Jul-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,2922165,M/S HARA ENGINEERING WORKS,17-May-2025 11:17 AM,Accepted-AOC,Lowest bidder in Lottery,07-Jul-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,2919785,NILENDRI SAHOO,15-May-2025 10:45 PM,Rejected-AOC,Not a lowest bidder,07-Jul-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,2917288,SANGRAM SWAIN,14-May-2025 11:16 AM,Rejected-AOC,Not a lowest bidder,07-Jul-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,2924692,SATYA SUNDAR PARIDA,19-May-2025 12:51 PM,Rejected-AOC,Not a lowest bidder,07-Jul-2025 06:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
