Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
CE RW I||RWCIRCLE-BHUBANESWAR,Tender Online C.C-10 / 2024,2024_CERWI_102599_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Registration Certificate",16-Apr-2024 06:00 PM,26-Apr-2024 11:00 AM,16-Apr-2024 06:00 PM,25-Apr-2024 05:00 PM,NA ,NA ,16-Apr-2024 06:00 PM,25-Apr-2024 05:00 PM,18-Jun-2024 05:00 PM,"2,66,991",Yes,percentage,1.0%,Nil,Nil,1.0,Other Corrigendum,Other,,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Chief Engineer, Buildings and Bridges","O/o EICRW, (O),BBSR,UNIT-IV, Madhusudan Nagar","Construction of Multipurpose Cyclone Shelter at Raigorada, Nuapada in the Dist.of Puri for the year 2023-24.","Construction of Multipurpose Cyclone Shelter at Raigorada, Nuapada in the Dist.of Puri for the year 2023-24.",Please refer Tender documents. ,NA ,"2,66,99,137",Civil Works - Buildings,NA ,Tender,90.0,450.0,Puri,752001.0,NA ,NA ,NA ,"O/o ChiefConstructionEngineer,CentralRWCircle,BBSR",No ,No,AOC,22-Oct-2024,"INR 24,031,893",450.0,Priyadarshini Dalai,06-Nov-2024 04:01 PM,RaigoradaAgmtDetails.PDF (1578.00 KB),"Work order letter No.7896 dtd.22.10.2024 and Agmt No.10 P1 of 2024-25 dtd.22.10.2024 of Superintending Engineer, Rural Works Division, Puri",1.0,2492305.0,KANAK PRAVA SWAIN,INR,"24,031,893",1,2492318,Anil Kumar Biswal,24-Apr-2024 10:27 PM,Rejected-AOC,Rejected,06-Nov-2024 04:02 PM,Finance,14 nos bidder qualified in the tender,Priyadarshini Dalai,18-Jun-2024 06:22 PM,,BOQ Comparative Chart,"Chief Engineer CentralRWCircle,BBSR",Internal,SuperintendingEngineerRWDivision Nimapara SrDAORWDivision Puri PAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Priyadarshini Dalai,20-Jul-2024 05:00 PM,finsummary_499941.pdf (219.16 KB),CE RW I||RWCIRCLE-BHUBANESWAR,2024_CERWI_102599_2,Tender Online C.C-10 / 2024,"Construction of Multipurpose Cyclone Shelter at Raigorada, Nuapada in the Dist.of Puri for the year 2023-24.",Technical,15 nos bidder participated in the tender,Priyadarshini Dalai,26-Apr-2024 03:52 PM,,"Chief Engineer CentralRWCircle,BBSR",Internal,SuperintendingEngineerRWDivision Nimapara SrDAORWDivision Puri PAtoChiefConstructionEngineerCentralRuralWorksCircleBBSR,Priyadarshini Dalai,11-Jun-2024 12:33 PM,18-Jun-2024 05:00 PM,techsummary_499941.pdf (953.68 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"Work in Hand, Machineries, Affidavit of Correctness Certificate",,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2492341,BHAJAMAN SAHOO,25-Apr-2024 01:19 PM,Rejected-AOC,Rejected,06-Nov-2024 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,"No Relationship Certificate, ATO, Work Experience and required documents as per DTCN",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2492391,DILIP KUMAR BARAL,25-Apr-2024 04:26 PM,Rejected-AOC,Rejected,06-Nov-2024 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2492303,KAMAL KANTA SUNDARAY,24-Apr-2024 06:32 PM,Rejected-AOC,Rejected,06-Nov-2024 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2492305,KANAK PRAVA SWAIN,25-Apr-2024 11:02 AM,Accepted-AOC,Accepted,06-Nov-2024 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2492300,MAHENDRA PRASAD BEHERA,24-Apr-2024 06:09 PM,Rejected-AOC,Rejected,06-Nov-2024 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2492401,OM SAMANTARAY,25-Apr-2024 04:47 PM,Rejected-AOC,Rejected,06-Nov-2024 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2492377,PRADEEPTA BADAJENA,25-Apr-2024 03:27 PM,Rejected-AOC,Rejected,06-Nov-2024 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2492371,PRAFULLA KUMAR MISHRA,25-Apr-2024 03:13 PM,Rejected-AOC,Rejected,06-Nov-2024 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2492356,Pramod Kumar Acharaya,25-Apr-2024 02:04 PM,Rejected-AOC,Rejected,06-Nov-2024 04:02 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
