Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,e-Procurement BID ID No. 01 EELID (KJR/2024-25),2024_OLIC_108021_3,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"PAPER COST,EMD,CIVIL ELECT LICENSE COPY, EXP. ,PAN,GSTIN,AFFIDAVIT,JOINT VENTURE AND OTHERASPER DTCN",09-Dec-2024 10:00 AM,20-Dec-2024 11:00 AM,09-Dec-2024 10:00 AM,19-Dec-2024 05:00 PM,09-Dec-2024 10:00 AM ,17-Dec-2024 05:00 PM ,09-Dec-2024 10:00 AM,19-Dec-2024 05:00 PM,10-Mar-2025 10:00 AM,"48,986",Yes,fixed,,Nil,Nil,1.0,Technical,Technical Bid,,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"Executive Engineer, L.I. Division, Keonjhar","At/Po- Dhrupada, Via- Raisuan, DIst- Keonjhar",Installation and Commissioning of 9 nos. Surface based Solar Micro RL Project at Sukadala and Badakula village under Banspal block in Konjhar district,Installation and Commissioning of 9 nos. Surface based Solar Micro RL Project at Sukadala and Badakula village under Banspal block in Konjhar district,Please refer Tender documents. ,NA ,,Civil Works - Lift Irrigation Schemes,NA ,Tender,90.0,90.0,Keonjhar,758001.0,NA ,NA ,NA ,"Office of the E. E., L.I. Division, Keonjhar",No ,No,AOC,15-Apr-2025,"INR 4,164,318",90.0,Sahadev Sethy,17-Apr-2025 02:46 PM,ThreeAist.pdf (2030.00 KB),Work order issued after agreement,1.0,2701472.0,ASIT KUMAR SAHANI,INR,"4,164,318",1,2699456,Ambika Prasad Samal,19-Dec-2024 10:49 AM,Rejected-Finance,Unsuccessful bidder,01-Apr-2025 04:59 PM,Finance,Financial bid opened for 11 nos. bidders,Sahadev Sethy,12-Mar-2025 01:50 PM,finance_519749.pdf,BOQ Comparative Chart,Executive Engineer,Internal,Estimator and AE Elect,Sahadev Sethy,01-Apr-2025 04:59 PM,finsummary_519749.pdf (539.31 KB),Orissa Lift Irrigation Corporation||LI ANGUL||LI Division Keonjhar,2024_OLIC_108021_3,e-Procurement BID ID No. 01 EELID (KJR/2024-25),Installation and Commissioning of 9 nos. Surface based Solar Micro RL Project at Sukadala and Badakula village under Banspal block in Konjhar district,Technical,Fourteen nos. bidders participated in this bid and all accepted for verification of documents,Sahadev Sethy,09-Mar-2025 01:45 PM,technical_519749.pdf,Executive Engineer,Internal,Estimator and AE Elect,Sahadev Sethy,09-Mar-2025 02:34 PM,10-Mar-2025 10:00 AM,techsummary_519749.pdf (539.31 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2701472,ASIT KUMAR SAHANI,18-Dec-2024 09:00 PM,Accepted-AOC,Order issued,17-Apr-2025 02:47 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2703286,BHARAT KUMAR JAIN,19-Dec-2024 04:59 PM,Rejected-Finance,Failed in lottery,01-Apr-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2700549,DEMONSTRATIVE SOLAR INDIA PVT. LTD.,19-Dec-2024 03:07 PM,Rejected-Technical,Not submitted Joint Venture Agreement with HT Contractor,09-Mar-2025 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2702385,Greenovera India Private Limited,19-Dec-2024 10:45 AM,Rejected-Technical,GST on Tender Paper Cost not submitted,09-Mar-2025 02:34 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2703126,JOY SOLAR PVT LTD,19-Dec-2024 03:32 PM,Rejected-Finance,Unsuccessful bidder,01-Apr-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2700693,Ms. MANORANJAN THATOI,17-Dec-2024 01:58 PM,Rejected-Finance,Failed in lottery,01-Apr-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2703754,M/S SOLAMIO AGRO INDIA LLP,19-Dec-2024 04:25 PM,Rejected-Finance,Failed in lottery,01-Apr-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2701207,M/S SOUDAMINI ELECTRICAL WORKS,17-Dec-2024 05:25 PM,Rejected-Finance,Failed in lottery,01-Apr-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2702361,ODISHA ELECTRICAL AND CONSTRUCTIONS.,18-Dec-2024 04:26 PM,Rejected-Finance,Failed in lottery,01-Apr-2025 04:59 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
