Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
WATCO Bhubaneswar||Director (Projects) Watco,WATCO (P)-1(3)/2024-25 Dtd.06.02.2025,2025_DPWTC_110462_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Copy of PAN, GST, Affidavits as per DTCN",13-Feb-2025 11:00 AM,01-Mar-2025 12:30 PM,13-Feb-2025 11:00 AM,28-Feb-2025 05:00 PM,NA ,NA ,13-Feb-2025 11:00 AM,28-Feb-2025 05:00 PM,25-Mar-2025 11:30 AM,"2,10,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"11,800",Nil,Nil,No,Director Projects,"The Director Projects, Office of the Managing Director, WATCO Ground Floor, Unnati Bhawan, Satyanagar, Bhubaneswar-751007, Odisha, India (0674) 2391444","Provision for laying of D.I water supply Pipe line in newly developed areas at different wards, under Jatni Municipality for the year 24-25","Provision for laying of D.I water supply Pipe line in newly developed areas at different wards, under Jatni Municipality for the year 24-25",Please refer Tender documents. ,NA ,"2,10,43,000",Civil Works - Water Works,NA ,Tender,120.0,90.0,Jatni Municipality,752050.0,NA ,NA ,NA ,Bhubaneswar,No ,No,AOC,29-Apr-2025,"INR 17,888,432",90.0,Debabrata Mohanty,29-Apr-2025 04:29 PM,AOC.pdf (1682.00 KB),1.0,2827164.0,SISIRA KANTA JENA,INR,"17,888,432",1,2841378,AJAYA KUMAR LENKA,28-Feb-2025 01:20 PM,Rejected-AOC,Not a lowest bidder,29-Apr-2025 04:29 PM,Finance,Six no financial bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,25-Mar-2025 11:48 AM,,BOQ Comparative Chart,Director-Project,Internal,,Debabrata Mohanty,29-Apr-2025 04:26 PM,finsummary_529794.pdf (3474.29 KB),WATCO Bhubaneswar||Director (Projects) Watco,2025_DPWTC_110462_1,WATCO (P)-1(3)/2024-25 Dtd.06.02.2025,"Provision for laying of D.I water supply Pipe line in newly developed areas at different wards, under Jatni Municipality for the year 24-25",Technical,Ten no technical bids are received online and the bid is admitted subject to detail scrutiny after downloading the bid documents and after which the bid will be finally determined as valid or invalid,Debabrata Mohanty,01-Mar-2025 12:48 PM,,Director-Project,Internal,,Debabrata Mohanty,24-Mar-2025 04:49 PM,25-Mar-2025 11:30 AM,techsummary_529794.pdf (554.88 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"Certificates, Formats, Schedules and other documents if any as per DTCN",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2841323,BALAJI SOLAR SYSTEMS,28-Feb-2025 04:29 PM,Rejected-AOC,Not a lowest bidder,29-Apr-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2830693,Biswajeet Sahoo,22-Feb-2025 02:27 PM,Rejected-AOC,Not a lowest bidder,29-Apr-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2840081,isar engineers pvt ltd,28-Feb-2025 12:10 PM,Rejected-Technical,Technically disqualified,24-Mar-2025 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2834887,M/S HARA ENGINEERING WORKS,26-Feb-2025 11:46 AM,Rejected-Technical,Technically disqualified,24-Mar-2025 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,2841142,SANGRAM SWAIN,28-Feb-2025 11:10 AM,Rejected-AOC,Not a lowest bidder,29-Apr-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,2827164,SISIRA KANTA JENA,20-Feb-2025 11:43 AM,Accepted-AOC,Lowest bidder,29-Apr-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,2833028,SRABANI KAR,23-Feb-2025 06:31 PM,Rejected-AOC,Not a lowest bidder,29-Apr-2025 04:29 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,2838753,SUBHAKANTA JENA,28-Feb-2025 10:00 AM,Rejected-Technical,Technically disqualified,24-Mar-2025 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,2841431,SUNIL KUMAR PAIKARAY,28-Feb-2025 01:44 PM,Rejected-Technical,Technically disqualified,24-Mar-2025 04:49 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
