Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
EIC-CIVIL,CE-ROADS-II-09/2024-25,2024_EICCL_105808_2,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Online proof copy of Tender Cost and EMD, GSTIN, PAN, RC and Affidavit",19-Oct-2024 06:55 PM,07-Nov-2024 11:30 AM,19-Oct-2024 06:55 PM,06-Nov-2024 05:30 PM,NA ,NA ,19-Oct-2024 06:55 PM,06-Nov-2024 05:30 PM,30-Jan-2025 11:30 AM,"49,92,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Chief Engineer, Roads-II, Odisha","O/o the E.I.C (Civil-Cum-Roads), Odisha, Nirman Soudha, New Building, Unit-V, Bhubaneswar.",Improvement such as widening and strengthening of Khariar-Sinapali road (ODR) from 0/000 km to 28/110 km in the district of Nuapada under State Plan,Improvement such as widening and strengthening of Khariar-Sinapali road (ODR) from 0/000 km to 28/110 km in the district of Nuapada under State Plan,Please refer Tender documents. ,NA ,"49,91,83,112",Civil Works - Roads,NA ,Tender,90.0,730.0,Khariar,751001.0,NA ,NA ,NA ,"O/o the E.I.C (Civil-Cum-Roads), Odisha",No ,No,AOC,24-Apr-2025,"INR 424,355,564",730.0,Pradipta Kumar Nayak,24-Apr-2025 04:12 PM,Khariar_Sinappalli_AOC.pdf (1104.00 KB),02 of 2025-26,1.0,2614958.0,THAKUR BUILDTECH PRIVATE LIMITED,INR,"424,355,564",1,2622469,ARNS INFRAPROJECTS PRIVATE LIMITED,06-Nov-2024 12:05 PM,Rejected-Technical,Disqualified,28-Jan-2025 01:57 PM,Finance,Finance opening,Pradipta Kumar Nayak,30-Jan-2025 11:54 AM,,BOQ Comparative Chart,CE Roads-II Odisha,Internal,,Pradipta Kumar Nayak,24-Apr-2025 04:07 PM,finsummary_510326.pdf (1103.97 KB),EIC-CIVIL,2024_EICCL_105808_2,CE-ROADS-II-09/2024-25,Improvement such as widening and strengthening of Khariar-Sinapali road (ODR) from 0/000 km to 28/110 km in the district of Nuapada under State Plan,Technical,Opening,Pradipta Kumar Nayak,28-Jan-2025 01:46 PM,,EIC Civil cum Roads,Internal,,Pradipta Kumar Nayak,28-Jan-2025 01:57 PM,30-Jan-2025 11:30 AM,techsummary_510326.pdf (379.11 KB),1.0,Tender Revocation,Tender Revocation,28-Jan-2025 12:53 PM,Revocation_Khariar_Sinapali.pdf ,92.98,Technical Opening,AOC
,,,,,,,,,,,,,,,,.pdf,Machineries and work experience,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2621473,BMS PROJECTS,06-Nov-2024 01:59 PM,Rejected-Technical,Disqualified,28-Jan-2025 01:57 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2624617,D. K. Engineering and Construction,06-Nov-2024 04:17 PM,Rejected-AOC,L1 bidder,24-Apr-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of quantities,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2612375,grg projects,06-Nov-2024 01:12 PM,Rejected-Finance,Other than L1 and L2 bidder,24-Apr-2025 04:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2614988,J D Construction,06-Nov-2024 12:36 PM,Rejected-AOC,L1 bidder,24-Apr-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2620745,KEYSTONE INFRA BUILD,06-Nov-2024 05:26 PM,Rejected-AOC,L1 bidder,24-Apr-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2601871,KL INFRABUILD PVT. LTD.,06-Nov-2024 05:18 PM,Rejected-AOC,L1 bidder,24-Apr-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2619472,MACADUM MAKERS INFRASTRUCTURE PRIVATE LIMITED,06-Nov-2024 03:43 PM,Rejected-AOC,L1 bidder,24-Apr-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2590034,MACKINTOSH BURN LIMITED,05-Nov-2024 05:58 PM,Rejected-AOC,L1 bidder,24-Apr-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2602166,M/s Sri Durga Condev Private Limited,06-Nov-2024 04:54 PM,Rejected-AOC,L2 bidder,24-Apr-2025 04:13 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
