Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||SAINTALA Block,3/2024-25/SNTL,2024_PRBSI_106286_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"TENDER PAPER COST,EMD,RC,PAN,GST,MOU AND OTHER DOCUMENTS AS PER DTCN.",04-Nov-2024 10:00 AM,19-Nov-2024 11:00 AM,04-Nov-2024 10:00 AM,18-Nov-2024 05:00 PM,NA ,NA ,04-Nov-2024 10:00 AM,18-Nov-2024 05:00 PM,"42,022",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"6,000",Nil,Nil,No,"BLOCK DEVELOPMENT OFFICER,SAINTALA","Panchayat Samiti Office, Saintala.Near Veterinary Office.","Construction of Boundary Wall at PHC,Belgaon GP under Saintala Block in BALANGIR District.","Construction of Boundary Wall at PHC,Belgaon GP under Saintala Block in BALANGIR District.",Please refer tender documents. ,NA ,"42,02,271",Civil Works - Buildings,NA ,Tender,90.0,90.0,SAINTALA,767032.0,NA ,NA ,NA ,"BLOCK OFFICE,SAINTALA",No ,No,AOC,18-Jan-2025,"INR 4,202,271",90.0,BINAYA KUMAR BHOI,22-Jan-2025 11:49 AM,hfw.pdf (49.00 KB),AWARD OF CONTRACT,1.0,2647735.0,ABINASH BAITHARU,INR,"3,572,351",1,2647735,ABINASH BAITHARU,16-Nov-2024 02:16 PM,Accepted-AOC,1ST LOWEST FROM LOTTERY,22-Jan-2025 11:50 AM,Finance,TENDER HAS BEEN OPENED FOR CHECKING THE DOCUMENTS.,SANTOSH KUMAR BEHERA,19-Nov-2024 01:20 PM,,BOQ Comparative Chart,BDO SAINTALA,Internal,OFFICIAL STAFFS,BINAYA KUMAR BHOI,08-Jan-2025 12:45 PM,finsummary_513929.pdf (213.56 KB),Panchayati Raj and Drinking Water Department Odisha||Zilla Parisad Balangir||SAINTALA Block,2024_PRBSI_106286_1,3/2024-25/SNTL,"Construction of Boundary Wall at PHC,Belgaon GP under Saintala Block in BALANGIR District.",BDO SAINTALA,Internal,OFFICIAL STAFFS.,BINAYA KUMAR BHOI,19-Dec-2024 07:55 AM,techsummary_513929.pdf (152.40 KB),AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2650614,AMITAV MOHANTY,17-Nov-2024 04:59 PM,Rejected-AOC,REJECT,22-Jan-2025 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2643984,Bhojraj Rana,13-Nov-2024 08:03 PM,Rejected-AOC,REJECT,22-Jan-2025 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2651962,LABENDRA BEHERA,18-Nov-2024 03:39 PM,Rejected-AOC,REJECT,22-Jan-2025 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2650864,MADANSINGH BHOI,18-Nov-2024 11:57 AM,Rejected-AOC,REJECT,22-Jan-2025 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2651800,M/S SONI DANG,18-Nov-2024 02:21 PM,Rejected-Finance,NOT ELIGIBLE FOR LOTTERY,08-Jan-2025 12:45 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2646042,RAJU AGRAWAL,17-Nov-2024 07:03 PM,Rejected-AOC,REJECT,22-Jan-2025 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2641662,RANJIT KUMAR SETH,12-Nov-2024 07:00 PM,Rejected-AOC,REJECT,22-Jan-2025 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2651908,SUJIT KU DANG,18-Nov-2024 03:16 PM,Rejected-AOC,REJECT,22-Jan-2025 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2651632,SWASTIK HOTA,18-Nov-2024 03:59 PM,Rejected-AOC,REJECT,22-Jan-2025 11:50 AM,,,,,,,,,,,,,,,,,,,,,,,AOC
