Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Municipal Bodies||Bhubaneswar Municipal Corporation,BMC-EE-Tender Cell-22/2024-25 Dt. 26.09.2024,2024_ORULB_105281_9,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,scanned copy of all documents,30-Sep-2024 11:45 AM,18-Oct-2024 05:00 PM,30-Sep-2024 11:45 AM,18-Oct-2024 04:00 PM,30-Sep-2024 11:45 AM ,03-Oct-2024 11:00 AM ,30-Sep-2024 11:45 AM,18-Oct-2024 04:00 PM,20-Nov-2024 05:30 PM,"13,800",Yes,fixed,,Nil,Nil,1.0,Date Corrigendum,Date,,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"City Engineer,BMC","EXECUTIVE ENGINEER,Central Tender cell, BMC",Provision of Street Lights from Master Canteen Square to PMG Square instead of old damaged poles.,Provision of Street Lights from Master Canteen Square to PMG Square instead of old damaged poles.,Please refer Tender documents. ,NA ,"13,79,864",Electrical Works,NA ,Tender,120.0,120.0,BMC AREA,751022.0,"City Engineer Chamber, BMC ","City Engineer Chamber, BMC ",04-Oct-2024 11:00 AM ,"Central Tender cell, BMC",No ,No,AOC,27-Jan-2025,"INR 1,384,166",120.0,Lipsa Parida,27-Jan-2025 01:07 PM,Workorder_Sl_9.pdf (399.00 KB),1.0,2570190.0,M/S GANGA ELECTRIC,INR,"1,384,166",1,2582572,AKHANDALAMANI ELECTRICALS AND CONSTRUCTION,18-Oct-2024 09:43 AM,Rejected-Finance,Rejected,27-Jan-2025 01:01 PM,Finance,13 bids opened successfully,Taras Marandi,21-Nov-2024 10:30 AM,finance_508059.pdf,BOQ Comparative Chart,City Engineer,Internal,"EECENTRALTENDERCELL,EEELECTRICALDIVISION,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINACEOFFICER",Lipsa Parida,27-Jan-2025 01:01 PM,finsummary_508059.pdf (2031.51 KB),Municipal Bodies||Bhubaneswar Municipal Corporation,2024_ORULB_105281_9,BMC-EE-Tender Cell-22/2024-25 Dt. 26.09.2024,Provision of Street Lights from Master Canteen Square to PMG Square instead of old damaged poles.,Technical,14 bids opened successfully,Taras Marandi,18-Oct-2024 05:31 PM,technical_508059.pdf,city engineer,Internal,"EECENTRALTENDERCELL,EEELECTRICALDIVISION,EEDRAINAGEDIVISION,DYCOMMISSIONER(LEGAL),CHIEFFINANCEOFFICER,CITYENGINEER",Taras Marandi,20-Nov-2024 05:21 PM,20-Nov-2024 05:30 PM,techsummary_508059.pdf (1256.11 KB),AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,boq,,,,,,,,,,,,,,,,2.0,pre-bid clarification,Other,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2583038,Ampere india associates,18-Oct-2024 12:05 PM,Rejected-Finance,Rejected,27-Jan-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2581874,AMPTON ENGINEERING PRIVATE LIMITED,17-Oct-2024 02:29 PM,Rejected-Finance,Rejected,27-Jan-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2571571,ESSKEY ELECTRICALS,09-Oct-2024 01:06 PM,Rejected-Finance,Rejected,27-Jan-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2582552,GLORIOUS ENGINEERING AND ELECTRICALS,17-Oct-2024 06:29 PM,Rejected-Finance,Rejected,27-Jan-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,2582614,MANGALA PRASANNA NAYAK,17-Oct-2024 07:13 PM,Rejected-Finance,Rejected,27-Jan-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,2565665,MESSERS INDO ELECTRICAL,16-Oct-2024 01:08 PM,Rejected-Finance,Rejected,27-Jan-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,2578370,MODERN WINDING AND ELECTRICALS,15-Oct-2024 05:56 PM,Rejected-Finance,Rejected,27-Jan-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,2571542,M/S ANKIT ELECTRICALS,09-Oct-2024 12:41 PM,Rejected-Finance,Rejected,27-Jan-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,2583439,M/S ELECTROLITE INDUSTRY,18-Oct-2024 03:56 PM,Rejected-Finance,Rejected,27-Jan-2025 01:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
