Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Forest Environment and Climate Change Department||RCCF Angul||DFO Cuttack,DFO-CTC-02 of 2024-25,2024_DFOCU_107726_2,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Regd Certificate, GSTIN, PAN, Affidavit and other mandatory document as per DTCN",29-Nov-2024 06:00 PM,10-Dec-2024 11:00 AM,29-Nov-2024 06:00 PM,09-Dec-2024 05:00 PM,NA ,NA ,29-Nov-2024 06:00 PM,09-Dec-2024 05:00 PM,"20,256",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"6,000",Nil,Nil,No,"DFO, Cuttack Forest Division","O/O the DFO, Cuttack Forest Division","Construction of Protection Shed at Raighara of Byree Section under Dalijora Range in the District of Jajpur during CAMPA APO, 2024-25",Civil Works,Please refer Tender documents. ,NA ,"20,25,627",Civil Works - Buildings,NA ,Tender,90.0,90.0,"OO the DFO, Cuttack Forest Division",753010.0,NA ,NA ,NA ,"O/O the DFO, Cuttack Forest Division",No ,No,AOC,10-Jan-2025,"INR 2,031,943",90.0,Pradeep Kumar Singh,10-Jan-2025 07:34 PM,WOo2.pdf (936.00 KB),"Work Order issued to Sri Srikanta Bal, Diploma Class Contractor",1.0,2690483.0,SRIKANTA BAL,INR,"2,031,943",1,2689712,ALOK KUMAR PRUSTY,09-Dec-2024 01:56 PM,Rejected-Finance,Loser of lottery,10-Jan-2025 07:02 PM,Finance,12Nos. participate in the above tender work,Pradeep Kumar Singh,12-Dec-2024 11:53 AM,,BOQ Comparative Chart,DFO Cuttack Forest Division,Internal,Sr Asst ACF and DFO,Pradeep Kumar Singh,10-Jan-2025 07:02 PM,finsummary_518611.pdf (810.51 KB),Forest Environment and Climate Change Department||RCCF Angul||DFO Cuttack,2024_DFOCU_107726_2,DFO-CTC-02 of 2024-25,"Construction of Protection Shed at Raighara of Byree Section under Dalijora Range in the District of Jajpur during CAMPA APO, 2024-25",DFO Cuttack Forest Division,Internal,Sr Asst ACF DFO,Pradeep Kumar Singh,10-Jan-2025 06:44 PM,techsummary_518611.pdf (2266.16 KB),AOC
,,,,,,,,,,,,,,,,.xls,Bill of Quantity,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2686410,BIJAYANANDA SAHOO,07-Dec-2024 10:11 PM,Rejected-Finance,Loser of lottery,10-Jan-2025 07:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2687405,GOURAB KUMAR BHUYAN,07-Dec-2024 01:50 PM,Rejected-Finance,Loser of lottery,10-Jan-2025 07:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2680304,KAILASH CHANDRA SAHU,05-Dec-2024 12:50 PM,Rejected-Finance,Loser of lottery,10-Jan-2025 07:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2689820,KISHORE CHANDRA MOHAPATRA,09-Dec-2024 12:50 PM,Rejected-Technical,He has not furnished EMD as per criteria of DTCN Hence disqualified,10-Jan-2025 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2689642,PABITRA KUMAR ROUT,09-Dec-2024 11:49 AM,Rejected-Technical,He has not furnished EMD as per criteria of DTCN Hence disqualified,10-Jan-2025 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2689874,PRAVAKAR BEHERA (S.C)/ PROP. PRASHANTI CONSULTANCY,09-Dec-2024 02:32 PM,Rejected-Finance,Loser of lottery,10-Jan-2025 07:02 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2685448,RAMAKANTA KHUNTIA,06-Dec-2024 01:49 PM,Rejected-Technical,He has not furnished EMD as per criteria of DTCN Hence disqualified,10-Jan-2025 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2690102,SANTOSH ENTERPRISERS PROP SANTOSH KUMAR ROUT,09-Dec-2024 02:30 PM,Rejected-Technical,He has not furnished EMD as per criteria of DTCN Hence disqualified,10-Jan-2025 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2690483,SRIKANTA BAL,09-Dec-2024 04:39 PM,Accepted-AOC,Winner of Lottery process,10-Jan-2025 07:35 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
