Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,BID No 03 OF 2024 - 25,2024_RWSS_104564_9,Yes,National Competitive Bid,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,Tender paper cost EMD GST Contractor Registration certificate experience certificate etc,02-Sep-2024 02:00 PM,12-Sep-2024 11:00 AM,02-Sep-2024 02:00 PM,11-Sep-2024 05:00 PM,NA ,NA ,02-Sep-2024 02:00 PM,11-Sep-2024 05:00 PM,"43,801",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,Yes,Executive Engineer,Executive Engineer RWSS Division Balangir,Supply all materials labour T and P erection testing and commissioning of external power supply to village Kechhobahal_OGR Lachimal_OGR Dhandamunda Paitmal_Source Dhandamunda Katapali_Source Dhandamunda_Shantipur_Source Malpada_OGR under Khaprakhol,Supply all materials labour T and P erection testing and commissioning of external power supply to village Kechhobahal_OGR Lachimal_OGR Dhandamunda Paitmal_Source Dhandamunda Katapali_Source Dhandamunda_Shantipur_Source Malpada_OGR under Khaprakhol,please refer dtcn ,NA ,"43,80,083",Electrical Works,Electrical Works ,Tender,90.0,45.0,Different Villages of Khaprakhol Block,767028.0,NA ,NA ,NA ,O/o Superintending Engineer RWSS Division Balangir,No ,No,AOC,16-Dec-2024,"INR 4,380,083",45.0,Khagendra Barik,20-Jan-2025 06:33 PM,9.pdf (1938.00 KB),L1 BIDDER HAS RESPOND,1.0,2545114.0,M/S KUMAR ELECTRICALS,INR,"3,723,509",1,2544402,Arihant Electricals and Engineers,11-Sep-2024 01:54 PM,Rejected-Technical,As Per DTCN,18-Nov-2024 06:43 PM,Finance,BID HAS OPENED,Roupya Ranjan Behera,13-Sep-2024 05:05 PM,finance_505942.pdf,BOQ Comparative Chart,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,18-Nov-2024 06:53 PM,finsummary_505942.pdf (1862.70 KB),Rural Water Supply and Sanitation||RWSS Circle Bolangir||RWSS Division Bolangir,2024_RWSS_104564_9,BID No 03 OF 2024 - 25,Supply all materials labour T and P erection testing and commissioning of external power supply to village Kechhobahal_OGR Lachimal_OGR Dhandamunda Paitmal_Source Dhandamunda Katapali_Source Dhandamunda_Shantipur_Source Malpada_OGR under Khaprakhol,ROUPYARANJAN_BEHERA,Internal,ARJUN_MATHO_ Khagendra_Barik,Khagendra Barik,18-Nov-2024 06:43 PM,techsummary_505942.pdf (1862.70 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Other documents as per DTCN,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2542135,ASHOK CHANDRA PATRA,06-Sep-2024 07:11 PM,Rejected-Finance,After transparent lottery,18-Nov-2024 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2543759,DINESH KUMAR AGRAWAL,10-Sep-2024 04:53 PM,Rejected-Technical,As Per DTCN,18-Nov-2024 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2544809,ELECTRICAL CONSTRUCTION AND MAINTENANCE SERVICE,11-Sep-2024 01:38 PM,Rejected-Finance,After transparent lottery,18-Nov-2024 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2545158,GAYATRI SERVICES,11-Sep-2024 02:18 PM,Rejected-Technical,Non payment of Tender Cost and EMD,18-Nov-2024 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2544985,MAA SAMLESWARI ENGINEERING,11-Sep-2024 03:22 PM,Rejected-Finance,After transparent lottery,18-Nov-2024 06:53 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2544843,M/S K.P. ELECTRICAL AND ENGINEERS,11-Sep-2024 04:46 PM,Rejected-AOC,REJECTED AS PER OPWD CODE,20-Jan-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2545114,M/S KUMAR ELECTRICALS,11-Sep-2024 01:45 PM,Accepted-AOC,AWARDED AS PER OPWD CODE,20-Jan-2025 06:33 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2544626,"M/s Ramchandi Construction, Nayagargh",10-Sep-2024 11:33 PM,Rejected-Technical,Non payment of Tender Cost and EMD,18-Nov-2024 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2544733,NIRAJ KUMAR PANDEY,11-Sep-2024 12:12 PM,Rejected-Technical,As Per DTCN,18-Nov-2024 06:43 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
