Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur","ACE,RBB - 19/2023-24",2024_CEBMB_99562_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, GSTIN, PAN, Contractor RC,",11-Jan-2024 10:00 AM,30-Jan-2024 11:30 AM,11-Jan-2024 10:00 AM,29-Jan-2024 05:00 PM,11-Jan-2024 10:00 AM ,22-Jan-2024 05:00 PM ,11-Jan-2024 10:00 AM,29-Jan-2024 05:00 PM,16-Feb-2024 11:30 AM,"3,02,000",Yes,fixed,,Nil,Nil,1.0,BOQ Corrigndum,Financial Bid,,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Additional CE, RB Basin, Berhampur","Office of the Additional CE, RB Basin, Berhampur PIN 760004",Service Road on No-I distributary from RD 0.00Km to RD 6.00Km of RIP under CAPEX.,Service Road on No-I distributary from RD 0.00Km to RD 6.00Km of RIP under CAPEX.,Please refer Tender documents. ,NA ,"3,01,79,228",Civil Works - Others,NA ,Tender,90.0,330.0,Aska,761110.0,NA ,NA ,NA ,"O/o Additional CE, RB Basin, Berhampur",No ,No,AOC,05-Jun-2024,"INR 25,655,362",330.0,Pratap Kumar Satapathy,05-Jun-2024 12:55 PM,AOC2.pdf (248.00 KB),Awarded to Sri Birupakhya Choudhury vide Agt. No.1023P1/2023-24 of Bhanjanagar Irrigation Division.,1.0,2407764.0,BIRUPAKHYA CHOUDHURY,INR,"25,655,362",1,2406398,BAURI BANDHU KHATAI,26-Jan-2024 03:35 PM,Rejected-Finance,Responsive but looser of lottery.,28-May-2024 01:50 PM,Finance,Downloaded successfully.,Sucharita Panda,09-Apr-2024 04:49 PM,,BOQ Comparative Chart,"Pratap ku Satapathy,ACE",Internal,,Pratap Kumar Satapathy,28-May-2024 01:50 PM,finsummary_484244.pdf (7227.29 KB),"CE-BM,RVN Basin,Berhampur||S.E. Southern Irr. Circle I Berhampur",2024_CEBMB_99562_2,"ACE,RBB - 19/2023-24",Service Road on No-I distributary from RD 0.00Km to RD 6.00Km of RIP under CAPEX.,Technical,Uploaded successfully.,Sucharita Panda,15-Feb-2024 05:40 PM,,"Jagannath Pani, ACE",Internal,,JAGANNATH PANI,15-Feb-2024 06:16 PM,16-Feb-2024 11:30 AM,techsummary_484244.pdf (5777.41 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit under taking declaring no Relationship with Department officials,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2410522,BICHINDRA BARADA,29-Jan-2024 04:15 PM,Rejected-Finance,Responsive but looser of lottery.,28-May-2024 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,And any other documents as per SBD and DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2407764,BIRUPAKHYA CHOUDHURY,28-Jan-2024 05:13 PM,Accepted-AOC,Responsive and winner of lottery.,05-Jun-2024 12:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2404857,Chakradhar Sahu,24-Jan-2024 07:51 PM,Rejected-Finance,Responsive but looser of lottery.,28-May-2024 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2406039,CHIDANANDA PANDA,25-Jan-2024 06:07 PM,Rejected-Finance,Responsive but looser of lottery.,28-May-2024 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2395018,CHIMAN KUMAR SAHU,16-Jan-2024 07:44 PM,Rejected-Finance,Responsive but looser of lottery.,28-May-2024 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2407844,Debendra Chandra Mohanty,29-Jan-2024 03:20 PM,Rejected-Finance,Responsive but looser of lottery.,28-May-2024 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2404109,Ganesh Chandra Mohanty,29-Jan-2024 03:00 PM,Rejected-Finance,Responsive but looser of lottery.,28-May-2024 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2406674,Girish Kumar Tripathy,26-Jan-2024 09:24 PM,Rejected-Finance,Responsive but looser of lottery.,28-May-2024 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2409343,Hadubandhu Mohanty,29-Jan-2024 03:22 PM,Rejected-Finance,Responsive but looser of lottery.,28-May-2024 01:50 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
