Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,Bid Identification No-SE-RandB-SNG-51 OF 2023-24,2024_EICCL_100008_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Tender Cost, EMD , Licence ,PAN,GSTIN, Affidavit, Schedule-A, Schedule-B, Experience Certificate etc",22-Jan-2024 10:00 AM,01-Feb-2024 11:00 AM,22-Jan-2024 10:00 AM,31-Jan-2024 05:00 PM,22-Jan-2024 10:00 AM ,29-Jan-2024 05:00 PM ,22-Jan-2024 10:00 AM,31-Jan-2024 05:00 PM,"17,911",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,"SE R AND B DIVISION, SUNDARGARH","SE R AND B DIVISION, SUNDARGARH",Supply and installation of 1.5/2 TON split AC with AMC in residential quarters occupied by the Judicial officers at Sundargarh for the Year 2023-24.,Supply and installation of 1.5/2 TON split AC with AMC in residential quarters occupied by the Judicial officers at Sundargarh for the Year 2023-24.,Please refer Tender documents. ,NA ,"17,91,140",Electrical Works,NA ,Tender,90.0,30.0,Sundargarh,770001.0,NA ,NA ,NA ,"O/O the SE R AND B DIVISION, SUNDARGARH",No ,No,AOC,01-Mar-2024,"INR 1,522,648",30.0,Narayan Patel,01-Mar-2024 07:32 PM,actype.pdf (306.00 KB),Work order copy,1,2414647,EDITION INTERNATIONAL,31-Jan-2024 02:38 PM,Rejected-AOC,Lowest,01-Mar-2024 07:32 PM,Finance,Work order copy,Narayan Patel,01-Mar-2024 07:23 PM,finance_486451.pdf,BOQ Comparative Chart,SEDAOAEEAE,Internal,SEDAOAEEAE,Narayan Patel,01-Mar-2024 07:29 PM,finsummary_486451.pdf (306.44 KB),EIC-CIVIL||SERNB-CIRCLE-KEONJHAR||EERNB-DIVN-SUNDERGARH,2024_EICCL_100008_1,Bid Identification No-SE-RandB-SNG-51 OF 2023-24,Supply and installation of 1.5/2 TON split AC with AMC in residential quarters occupied by the Judicial officers at Sundargarh for the Year 2023-24.,SEDAOAEEAE,Internal,SEDAOAEEAE,Narayan Patel,01-Mar-2024 07:26 PM,techsummary_486451.pdf (306.44 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Other Documents as per DTCN,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2,2414447,INDIA ELECTRICAL HOUSE,31-Jan-2024 01:51 PM,Rejected-AOC,Lowest,01-Mar-2024 07:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,BILL OF QUANTITY,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,3,2414520,MARUTI CONSTRUCTIONS,31-Jan-2024 02:07 PM,Rejected-AOC,Lowest,01-Mar-2024 07:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,4,2413775,M/S AJAYA KUMAR PATEL,31-Jan-2024 01:48 PM,Accepted-AOC,1st lowest,01-Mar-2024 07:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,5,2410903,M/s Pramod Kumar Sahoo,29-Jan-2024 06:08 PM,Rejected-Technical,Proper Documents not submitted.,01-Mar-2024 07:26 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,6,2414175,M/S SUMITRA REFRIGERATION AND ELECTRICAL,31-Jan-2024 12:48 PM,Rejected-Technical,Proper Documents not submitted,01-Mar-2024 07:26 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,7,2414622,NARAYANI CONSTRUCTION,31-Jan-2024 02:29 PM,Rejected-AOC,Lowest,01-Mar-2024 07:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,8,2414492,RAKESH PATTANAYAK,31-Jan-2024 02:02 PM,Rejected-AOC,Lowest,01-Mar-2024 07:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,9,2411218,SITARAM INFRA AND ENERGY PVT LTD,29-Jan-2024 08:01 PM,Rejected-AOC,Lowest,01-Mar-2024 07:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,10,2414323,UTKAL POWER,31-Jan-2024 02:28 PM,Rejected-AOC,Lowest,01-Mar-2024 07:32 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
