Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Indravati Dam Circle Khatiguda||Muran Dam Division Khatiguda,EEMDD-01-DOUBLE,2023_MDDK_96176_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,Scanned copy of Tender Fee and EMD,01-Nov-2023 11:00 AM,20-Nov-2023 11:30 AM,01-Nov-2023 11:00 AM,18-Nov-2023 05:00 PM,NA ,NA ,01-Nov-2023 11:00 AM,18-Nov-2023 05:00 PM,13-Dec-2023 12:00 PM,"95,600",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",Nil,Nil,No,"Executive Engineer, Muran Dam Division, Khatiguda","O/o The Executive Engineer, Muran Dam Division, Khatiguda, Nabarangpur, Odisha, 764085","Improvement to road from Khatiguda to Muran Masonry Dam site from RD 0.00 km to RD 7.5 km. UIDC, Khatiguda.","Improvement to road from Khatiguda to Muran Masonry Dam site from RD 0.00 km to RD 7.5 km. UIDC, Khatiguda.",Please refer Tender documents. ,NA ,"95,51,704",Civil Works - Others,NA ,Tender,90.0,240.0,Khatiguda,764085.0,NA ,NA ,NA ,"O/o The Executive Engineer, Muran Dam Division",No ,No,AOC,07-Mar-2024,"INR 8,119,903",240.0,Chintamani Jal,08-Mar-2024 12:01 AM,Agt197.pdf (1240.00 KB),The work has awarded in favour of Sri Bingu Muduli B Class Contractor ST,1.0,2321143.0,BINGU MUDULI,INR,"8,119,903",1,2314304,ASUTOSH PATRA,16-Nov-2023 08:33 PM,Rejected-Finance,OK,17-Feb-2024 05:07 PM,Finance,Total Ten Financial Bids opened and all ten bids are admitted,Chintamani Jal,13-Dec-2023 05:27 PM,finance_469940.pdf,BOQ Comparative Chart,CHINTAMANI JAL EE MURAN DAM DIVISION,Internal,NIRAKAR PAIK AEE SRINIBAS PATRA AEE Y LACHHMI NAIDU DAO,Chintamani Jal,17-Feb-2024 05:07 PM,finsummary_469940.pdf (579.43 KB),CE AND BM IK BASIN BARINIPUT JEYPORE||Upper Indravati Dam Circle Khatiguda||Muran Dam Division Khatiguda,2023_MDDK_96176_1,EEMDD-01-DOUBLE,"Improvement to road from Khatiguda to Muran Masonry Dam site from RD 0.00 km to RD 7.5 km. UIDC, Khatiguda.",Technical,Ten bids submitted and all bids are admitted,Chintamani Jal,20-Nov-2023 03:19 PM,technical_469940.pdf,CHINTAMANI JAL EE,Internal,NIRAKAR PAIK AEE SRINIBAS PATRA AEE T LACHHMAI NAIDU DAO,Chintamani Jal,12-Dec-2023 02:11 PM,13-Dec-2023 12:00 PM,techsummary_469940.pdf (576.93 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"PAN, GST, CONTRACTOR REGISTRATION CERTIFICATE",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2312239,Banoj kumar patra,16-Nov-2023 07:46 PM,Rejected-Finance,OK,17-Feb-2024 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit of Authentication of Documents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2321355,Barun Bandhu Nahak,18-Nov-2023 04:48 PM,Rejected-Finance,OK,17-Feb-2024 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit towards exemption of EMD incase of Engineer Contractors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2318390,BINAY KUMAR BEHERA,17-Nov-2023 11:24 AM,Rejected-Finance,OK,17-Feb-2024 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Affidavit towards Price Preference in case of SC and ST Contractors,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2321143,BINGU MUDULI,18-Nov-2023 03:14 PM,Accepted-AOC,The work has awarded in favour of Sri Bingu Muduli B Class Contractor ST,08-Mar-2024 12:02 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,No Relation Certificate and Other Required documents as per DTCN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2313815,KISTO HARIJAN,13-Nov-2023 09:13 PM,Rejected-Finance,OK,17-Feb-2024 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Price BID (BoQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2321347,LALIT KUMAR NAIK,18-Nov-2023 04:44 PM,Rejected-Finance,OK,17-Feb-2024 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2314951,RITESH BHANJA,14-Nov-2023 06:35 PM,Rejected-Finance,OK,17-Feb-2024 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2316538,SAHIL KHAN,16-Nov-2023 10:02 AM,Rejected-Finance,OK,17-Feb-2024 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2313912,SARTAZ AHAMAD KHAN,15-Nov-2023 12:32 AM,Rejected-Finance,OK,17-Feb-2024 05:07 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
