Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,S.No,Bid Number,Bidder Name,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :,Updated On :,Document :,BOQ Comparative Chart :,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.1,Updated On :.1,Document :.1,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated On :.2,Financial Bid Opening Date:,Document :.2,Tender Stage
"CE-BM,RVN Basin,Berhampur||SE Southern Irr Circle II Paralakhemundi","ACE, VNB - 07/2023-24",2024_CEBMB_99434_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, COST OF BID, EMD, AFFIDAVIT, VALID REGISTRATION CERTIFICATE, PAN, NO RELATION",09-Jan-2024 11:00 AM,25-Jan-2024 11:00 AM,09-Jan-2024 11:00 AM,24-Jan-2024 05:00 PM,09-Jan-2024 11:00 AM ,16-Jan-2024 05:00 PM ,09-Jan-2024 11:00 AM,24-Jan-2024 05:00 PM,13-Feb-2024 11:00 AM,"2,20,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Additional Chief Engineer, VN Basin, PKD","Additional Chief Engineer,Vansadhara Nagavali Basin, Paralakhemundi, Jalasampad Bhawan, Paralakhemundi, Dist-Gajapati",Flood protection work on right flood bank of river Vansadhara between village Gumuda and Limapadar in Rayagada District,Flood protection work on right flood bank of river Vansadhara between village Gumuda and Limapadar in Rayagada District,Please refer Tender documents. ,NA ,"2,19,45,069",Civil Works - Others,NA ,Tender,90.0,270.0,Gunupur,765022.0,NA ,NA ,NA ,"ACE,VNB, PARALAKHEMUNDI",No ,No,AOC,1,2403879,ALLAPA AKHIL KUMAR,24-Jan-2024 12:58 PM,Rejected-Finance,Non responsive and looser of lottery,12-Mar-2024 06:20 PM,Finance,Financial bid submitted.,Roja Rani Pattanaik,13-Feb-2024 12:10 PM,,BOQ Comparative Chart,"CE-BM,RVN Basin,Berhampur||SE Southern Irr Circle II Paralakhemundi",2024_CEBMB_99434_1,"ACE, VNB - 07/2023-24",Flood protection work on right flood bank of river Vansadhara between village Gumuda and Limapadar in Rayagada District,Technical,Technical bid submitted.,Nagendranath Maharana,12-Feb-2024 12:28 PM,,N. Maharana,Internal,,Nagendranath Maharana,12-Feb-2024 04:46 PM,13-Feb-2024 11:00 AM,techsummary_483355.pdf (922.32 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Any other documents as per SBD and DTCN,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,2,2403691,Allapa Ganapati Rao,24-Jan-2024 12:06 PM,Rejected-Finance,Non responsive and looser of lottery,12-Mar-2024 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,3,2404616,Asit Ranjan Nayak,24-Jan-2024 04:39 PM,Rejected-Finance,Non responsive and looser of lottery,12-Mar-2024 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,4,2401368,BEJIPURAM KHAGESWAR RAO,22-Jan-2024 12:24 PM,Rejected-Finance,Non responsive and looser of lottery,12-Mar-2024 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,5,2404548,BURADA DINESH,24-Jan-2024 04:22 PM,Rejected-Finance,Non responsive and looser of lottery,12-Mar-2024 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,6,2404046,D.HARISH KUMAR,24-Jan-2024 03:33 PM,Rejected-Finance,Non responsive and looser of lottery,12-Mar-2024 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,7,2404545,Kirtimaya Swain,24-Jan-2024 04:19 PM,Rejected-Finance,Non responsive and looser of lottery,12-Mar-2024 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,8,2404642,MIR LATIFUR REHAMAN,24-Jan-2024 04:44 PM,Rejected-Finance,Non responsive and looser of lottery,12-Mar-2024 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,9,2396626,P MUTTI RAJU,19-Jan-2024 08:17 PM,Rejected-Finance,Non responsive and looser of lottery,12-Mar-2024 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,10,2403337,RAJESH KUMAR PARIDA,23-Jan-2024 10:31 PM,Rejected-Finance,Non responsive and looser of lottery,12-Mar-2024 06:20 PM,,,,,,,,,,,,,,,,,,,,,,,AOC
