Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
CE RW I||RWCIRCLE-BALANGIR,BLGR-Online-43/2023-24,2024_CERWI_100477_2,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"R.C, PAN, GSTIN, EMD, Tender Paper Cost, Affidavit regarding correctness, No relation certificate",05-Feb-2024 11:30 AM,17-Feb-2024 11:00 AM,05-Feb-2024 11:30 AM,16-Feb-2024 05:00 PM,05-Feb-2024 11:30 AM ,15-Feb-2024 05:00 PM ,05-Feb-2024 11:30 AM,16-Feb-2024 05:00 PM,02-Mar-2024 06:50 PM,"1,94,160",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Chief Consruction Engineer, R.W.Circle, Bolangir","O/o Chief Consruction Engineer, R.W.Circle, Bolangir",Construction of Bridge over NH-201 to Danipali Chhuibandha Road in the district of Bolangir under BSY for the year 2023-24,Construction of Bridge over NH-201 to Danipali Chhuibandha Road in the district of Bolangir under BSY for the year 2023-24,Please refer Tender documents. ,NA ,"1,94,16,000",Civil Works - Bridges,NA ,Tender,90.0,365.0,Bolangir,767001.0,NA ,NA ,NA ,"O/o the C.C.E, R.W.Circle, Bolangir",No ,No,AOC,18-Mar-2024,"INR 19,365,551.72",365.0,Debendra Kumar Seth,18-Mar-2024 07:22 PM,boqcomparativechart.pdf (125.00 KB),L-1,1.0,2445130.0,Yajat Agrawal,INR,"16,462,655.517",1,2445025,AKASH PANDA,16-Feb-2024 03:38 PM,Rejected-Finance,Unsuccess in lottery system,18-Mar-2024 07:18 PM,Finance,11 nos bids opened,Debendra Kumar Seth,02-Mar-2024 07:16 PM,finance_489391.pdf,BOQ Comparative Chart,D K SETH,Internal,,Debendra Kumar Seth,18-Mar-2024 07:18 PM,finsummary_489391.pdf (125.43 KB),CE RW I||RWCIRCLE-BALANGIR,2024_CERWI_100477_2,BLGR-Online-43/2023-24,Construction of Bridge over NH-201 to Danipali Chhuibandha Road in the district of Bolangir under BSY for the year 2023-24,Technical,12 nos bids opened,Debendra Kumar Seth,02-Mar-2024 06:37 PM,technical_489391.pdf,Debendra Kumar Seth,Internal,,Subhrata Meher,02-Mar-2024 06:46 PM,02-Mar-2024 06:50 PM,techsummary_489391.pdf (198.45 KB),1.0,Corrigendum,Tender revoked,02-Mar-2024 06:20 PM,Proceedings.pdf ,2029.01,Technical Opening,AOC
,,,,,,,,,,,,,,,,.pdf,"ATO, Similar Nature of Work, Machineries and others documents as per DTCN",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2444647,ALOK RANJAN BEDBAK,16-Feb-2024 01:20 PM,Rejected-Finance,Unsuccess in lottery system,18-Mar-2024 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2438065,BALAMAKUNDA PUROHIT,16-Feb-2024 03:32 PM,Rejected-Finance,Unsuccess in lottery system,18-Mar-2024 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2445223,B. K. Construction Co.,16-Feb-2024 04:07 PM,Rejected-Finance,Unsuccess in lottery system,18-Mar-2024 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2443855,NASIR KHAN,15-Feb-2024 07:31 PM,Rejected-Finance,Unsuccess in lottery system,18-Mar-2024 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2444950,NITESH KUMAR JAIN,16-Feb-2024 02:37 PM,Rejected-Finance,Unsuccess in lottery system,18-Mar-2024 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2440713,PRABIR KUMAR NAIK PROP. OF P.K CONSTRUCTIONS,14-Feb-2024 07:01 PM,Rejected-Finance,Unsuccess in lottery system,18-Mar-2024 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2444841,SAMEERKANTA PANDA,16-Feb-2024 03:52 PM,Rejected-Technical,Affidavit of Authentication of Bid Documents not furnished,02-Mar-2024 06:46 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2444911,SANTOSH KUMAR PANDA,16-Feb-2024 02:23 PM,Rejected-Finance,Unsuccess in lottery system,18-Mar-2024 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2444843,SAROJINI BEDBAK,16-Feb-2024 02:15 PM,Rejected-Finance,Unsuccess in lottery system,18-Mar-2024 07:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
