Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
"CE-BM,LMB Basin,BBSR",e Procurement Notice No.CEMKS 07 of 2023-24,2023_CELBB_95884_1,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GSTIN, PAN, Contractor Registration Certificate",20-Oct-2023 10:00 AM,04-Nov-2023 11:00 AM,20-Oct-2023 10:00 AM,03-Nov-2023 05:00 PM,20-Oct-2023 10:00 AM ,26-Oct-2023 05:00 PM ,20-Oct-2023 10:00 AM,03-Nov-2023 05:00 PM,13-Feb-2024 06:00 PM,"12,02,800",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Chief Engineer and BM, Mahanadi, Kathajodi System","O/o the EIC, WR, Secha Sadan, BBSR",CEMKS MND 01 of 2023-24 Protection to scoured bank and Improvement to Nuna Karandia right embankment from village Tilakana to Garam,Protection to scoured bank and improvement work.,Please refer Tender documents. ,NA ,"12,02,70,160",Civil Works - Others,NA ,Tender,90.0,365.0,Block - Nischintakoili District - Cuttack,754207.0,NA ,NA ,NA ,"Procurement Cell CEMKS, Room No103,O/o EIC,WR BBSR",No ,No,AOC,05-Apr-2024,"INR 102,241,663",365.0,Dillip Kumar Rout,05-Apr-2024 02:33 PM,TilakanaAggt.pdf (1010.00 KB),Work Awarded,1.0,2303078.0,BISWA PRAKASH TRIPATHY,INR,"102,241,663",1,2305597,ABHILASH BISWAL,03-Nov-2023 04:40 PM,Rejected-Technical,Does not satisfy the qualification criteria as per approved Tender Document,13-Feb-2024 05:51 PM,Finance,Uploaded financial bid documents of all the eligible bidders have been downloaded successfully.,Pravashini Mohanty,13-Feb-2024 06:15 PM,finance_468709.pdf,BOQ Comparative Chart,EIC Procurement,Internal,"CE, Procurement CE, Survey and Investigation CE and BM, MKS, Bhubaneswar FA and CAO, Office of the EIC, WR Director, Procurement II",Dillip Kumar Rout,05-Apr-2024 02:28 PM,finsummary_468709.pdf (1009.62 KB),"CE-BM,LMB Basin,BBSR",2023_CELBB_95884_1,e Procurement Notice No.CEMKS 07 of 2023-24,CEMKS MND 01 of 2023-24 Protection to scoured bank and Improvement to Nuna Karandia right embankment from village Tilakana to Garam,Technical,Uploaded technical bid documents of all participated bidder have been downloaded successfully.,Pravashini Mohanty,04-Nov-2023 12:58 PM,technical_468709.pdf,"Additional Chief Secretary to Govt., DoWR",External,"EIC, WR EIC, Procurement EIC, P and D CE and BM, MKS Joint Secretary to Govt, Finance Department Joint Secretary to Govt, Law Department FA cum Additional Secretary to Govt, DoWR",Dillip Kumar Rout,13-Feb-2024 05:51 PM,13-Feb-2024 06:00 PM,techsummary_468709.pdf (648.63 KB),1.0,1st Corrigendum,Revocation of tender,04-Nov-2023 12:42 PM,CorrigendumRevoke.pdf ,415.77,Technical Opening,AOC
,,,,,,,,,,,,,,,,.pdf,"Affidavits, No Relation Certificate, undertakings and any other document as per SBD/DTCN",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2297712,ANSUMAN ROUT,03-Nov-2023 02:04 PM,Rejected-Technical,Does not satisfy the qualification criteria as per approved Tender Document,13-Feb-2024 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2305051,BHOOMEE CONDEV PRIVATE LIMITED,03-Nov-2023 01:44 PM,Rejected-Finance,Did not won the lottery,05-Apr-2024 02:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2304457,BIBHU RANJAN PARIDA,03-Nov-2023 02:05 PM,Rejected-Technical,Does not satisfy the qualification criteria as per approved Tender Document,13-Feb-2024 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2297236,Bibhuti Bhusan Mohapatra,01-Nov-2023 12:19 PM,Rejected-Technical,Does not satisfy the qualification criteria as per approved Tender Document,13-Feb-2024 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2297708,BIJOY KUMAR ROUT,03-Nov-2023 01:56 PM,Rejected-Finance,Did not won the lottery,05-Apr-2024 02:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2303078,BISWA PRAKASH TRIPATHY,01-Nov-2023 07:22 PM,Accepted-AOC,Won the lottery,05-Apr-2024 02:33 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2303631,NILGIRI ENGINEERING CO-OPERATIVE SOCIETY LTD,02-Nov-2023 12:19 AM,Rejected-Technical,Does not satisfy the qualification criteria as per approved Tender Document,13-Feb-2024 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2305389,SACHIN KUMAR SAHOO,03-Nov-2023 04:52 PM,Rejected-Technical,Does not satisfy the qualification criteria as per approved Tender Document,13-Feb-2024 05:51 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2303950,SAMBIT KUMAR LENKA,02-Nov-2023 06:14 PM,Rejected-Finance,Did not won the lottery,05-Apr-2024 02:28 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
