Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Orissa State Police Housing and Welfare Corporation Ltd,24/OPHWC/2021-22,2021_OSPHW_72302_6,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"GST, PAN, Contractor Registration Certificate and Affidavit",06-Nov-2021 03:00 PM,22-Nov-2021 11:30 AM,06-Nov-2021 03:00 PM,20-Nov-2021 05:00 PM,06-Nov-2021 03:00 PM ,09-Nov-2021 05:00 PM ,06-Nov-2021 03:00 PM,20-Nov-2021 05:00 PM,30-Nov-2021 11:00 AM,0.0,No,fixed,,Nil,Nil,1.0,CORRIGENDUM,Other,,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,CHIEF ENGINEER,OPHWC BHUBANESWAR,"CONSTN. OF BOUNDARY WALL 4500 RFT, APPROACH ROAD 2050 RFT., MASONARY DRAIN 400 RFT,RETAINING WALL 400 RFT., AND SITE DEVELOPMENT WORK AT KMRS BISAMKATAK, RAYAGADA",Building Work,Please refer Tender documents  ,NA ,"1,15,56,763",Civil Works - Buildings,NA ,Tender,90.0,150.0,RAYAGADA,751022.0,NA ,NA ,NA ,OPHWC BHUBANESWAR,No ,No,AOC,20-Aug-2024,"INR 9,824,404",150.0,Bikram Keshari Malla,20-Aug-2024 01:08 PM,WORKJH.pdf (113.00 KB),AWARDED AS L1 TENDERER AND AWARDED ON DATE 31.12.2021,1.0,1700554.0,AJIT MALLICK,INR,"9,824,404",1,1700686,ABHIMANYU NAIK,20-Nov-2021 01:49 PM,Rejected-Finance,DUE TO L3 BIDDER,20-Aug-2024 01:06 PM,Finance,THE PRICE BIDS OF 08 NOS. OF BIDDER HAVE BEEN OPENED AND COMPARATIVE STATEMENT HAS BEEN GENERATED,BIDYUT RANJAN BHOLA,30-Nov-2021 12:29 PM,,BOQ Comparative Chart,AS PER ACCEPTANCE LETTER,Internal,AS PER ACCEPTANCE LETTER,Bikram Keshari Malla,20-Aug-2024 01:06 PM,finsummary_371799.pdf (92.66 KB),Orissa State Police Housing and Welfare Corporation Ltd,2021_OSPHW_72302_6,24/OPHWC/2021-22,"CONSTN. OF BOUNDARY WALL 4500 RFT, APPROACH ROAD 2050 RFT., MASONARY DRAIN 400 RFT,RETAINING WALL 400 RFT., AND SITE DEVELOPMENT WORK AT KMRS BISAMKATAK, RAYAGADA",Technical,12 NOS. OF BIDDERS PARTICIPATED,BIDYUT RANJAN BHOLA,22-Nov-2021 12:54 PM,,AS PER TC MEETING,Internal,AS PER TC MEETING,BIDYUT RANJAN BHOLA,29-Nov-2021 06:55 PM,30-Nov-2021 11:00 AM,techsummary_371799.pdf (209.67 KB),AOC
,,,,,,,,,,,,,,,,.pdf,Other Document as per DTCN,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,1700554,AJIT MALLICK,20-Nov-2021 12:29 PM,Accepted-AOC,QUALIFIED BIDDER,20-Aug-2024 01:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,1700861,Amulya Kumar Pradhan,20-Nov-2021 02:08 PM,Rejected-Technical,"Has Not submitted 1. valid adequate similar nature of work as per DTCN Cl. No-11 and 110(j)2. valid documents to secure qualifying marks in Sch.- C and as per DTCN Cl.-13 and 110(f) 3.Affidavit about authentication of tender as per Sch- F ,4. M.O.U",29-Nov-2021 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,1700914,ARJUN NAYAK,20-Nov-2021 02:37 PM,Rejected-Technical,"Has Not submitted 1. valid adequate similar nature of work as per DTCN Cl. No-11 and 110(j), 2. valid documents to secure qualifying marks in Sch.- C and as per DTCN Cl.-13 and 110(f)",29-Nov-2021 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,1700975,ARUN SAHOO,20-Nov-2021 03:02 PM,Rejected-Technical,"Has Not submitted 1. valid adequate similar nature of work as per DTCN Cl. No-11 and 110(j), 2. valid documents to secure qualifying marks in Sch.- C and as per DTCN Cl.-13 and 110(f)",29-Nov-2021 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,1689688,ASHOK KUMAR SETHI,19-Nov-2021 07:07 PM,Rejected-Finance,DUE TO L6 BIDDER,20-Aug-2024 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,1701068,BIDYADHAR NAIK,20-Nov-2021 03:51 PM,Rejected-Finance,DUE TO L1 BIDDER,20-Aug-2024 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,1700627,DEEPAK KUMAR JENA,20-Nov-2021 02:45 PM,Rejected-Finance,DUE TO L2 BIDDER,20-Aug-2024 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,1700904,Ghanasyama Behera,20-Nov-2021 02:31 PM,Rejected-Finance,DUE TO L3 BIDDER,20-Aug-2024 01:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,1700821,M/s Rameswar Mohapatra,20-Nov-2021 01:57 PM,Rejected-Technical,Has Not submitted valid adequate similar nature of work as per DTCN Cl. No-11 and110(j),29-Nov-2021 06:55 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
