Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Odisha State Co. Milk Producers Federation Ltd.,MM/113/AT/POLY ROLL/24-25,2024_OMFED_103352_2,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper cost, EMD, Pan, GST, Registration Certificate of firm..etc",18-Jul-2024 04:00 PM,26-Jul-2024 11:30 AM,18-Jul-2024 04:00 PM,25-Jul-2024 05:00 PM,NA ,NA ,18-Jul-2024 04:00 PM,25-Jul-2024 05:00 PM,27-Aug-2024 12:05 PM,"5,00,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,No,Managing Director OMFED,"D2, Sahid Nagar, Bhubaneswar",MM/113/AT/POLY ROLL/24-25,Suppliers for supply of BIS standard Polythene Film,Please refer Tender documents. ,NA ,"17,30,40,000",Miscellaneous Goods,NA ,Tender,90.0,365.0,Different unit of OMFED,751007.0,NA ,NA ,NA ,"D2, Sahid Nagar, Bhubaneswar",No ,No,AOC,04-Oct-2024,"INR 2,013.74",365.0,Suresh Chandra Altia,04-Oct-2024 12:08 PM,poly.pdf (1293.00 KB),Purchase order,1.0,2516351.0,LORVEN FLEX AND SACK INDIA PRIVATE LIMITED,INR,"2,013.74",1,2517597,CROWNPOLYMERS,25-Jul-2024 11:46 AM,Rejected-Technical,Quality not as per tender specification standard.,27-Aug-2024 12:01 PM,Finance,the bid documents are processed for financial evaluation.,Suresh Chandra Altia,04-Oct-2024 11:35 AM,finance_503142.pdf,BOQ Comparative Chart,Dr. Biswaranjan Tripathy,Internal,"GM PROJ AND DO, GM FIN, DGM HR,P AND I, DY. MANAGER MM AND CSS, IN CHARGE MKTG.",Suresh Chandra Altia,04-Oct-2024 12:03 PM,finsummary_503142.pdf (1293.47 KB),Odisha State Co. Milk Producers Federation Ltd.,2024_OMFED_103352_2,MM/113/AT/POLY ROLL/24-25,MM/113/AT/POLY ROLL/24-25,Technical,Bid document are process for technical evaluation.,Jitendra Barada,27-Aug-2024 11:48 AM,,Dr. Biswaranjan Tripathy,Internal,"GM PROJ AND DO, GM FIN, DGM HR,P AND I, DY. MANAGER MM AND CSS, IN CHARGE MKTG.",Jitendra Barada,27-Aug-2024 12:01 PM,27-Aug-2024 12:05 PM,techsummary_503142.pdf (1205.08 KB),AOC
,,,,,,,,,,,,,,,,.pdf,other document as per DTCN,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,2.0,2516870.0,Prompt Barrier Films Private Limited,INR,"2,013.74",2,2515349,Ganges Jute Private Limited,19-Jul-2024 05:27 PM,Rejected-Finance,rate is high.,04-Oct-2024 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2516351,LORVEN FLEX AND SACK INDIA PRIVATE LIMITED,22-Jul-2024 05:32 PM,Accepted-AOC,agree to supply in L1 rate,04-Oct-2024 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2517082,MEHTA FLEX LLP,24-Jul-2024 11:40 AM,Rejected-Finance,rate is high.,04-Oct-2024 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2516339,M/s VARDHAMAN POLYFILMS,25-Jul-2024 02:49 PM,Rejected-Technical,Quality not as per tender specification standard.,27-Aug-2024 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2516075,PARTH POLYWOVEN PRIVATE LIMITED,25-Jul-2024 03:10 PM,Rejected-Finance,rate is high.,04-Oct-2024 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2516080,PRATIK MULTIFILMS,25-Jul-2024 04:13 PM,Rejected-Technical,Quality not as per tender specification standard.,27-Aug-2024 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2516870,Prompt Barrier Films Private Limited,24-Jul-2024 09:41 PM,Accepted-AOC,lowest rate quoted,04-Oct-2024 12:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2514831,RAINBOW PACKAGING PRIVATE LIMITED,25-Jul-2024 03:51 PM,Rejected-Finance,rate is high.,04-Oct-2024 12:03 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2515524,RAJ PACKAGING INDUSTRIES LTD,24-Jul-2024 11:07 AM,Rejected-Technical,Quality not as per tender specification standard.,27-Aug-2024 12:01 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
