Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
"CE-BM,BSB Basin,Laxmiposi||SE,Baripada Irr.Circle,Takatpur",e-Procurement Notice No.ACEBIC/BLS-03/2023-24,2024_CEBML_99154_8,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"PAN, GSTIN, RC",04-Jan-2024 10:00 AM,24-Jan-2024 11:00 AM,04-Jan-2024 10:00 AM,23-Jan-2024 05:00 PM,04-Jan-2024 10:00 AM ,10-Jan-2024 05:00 PM ,04-Jan-2024 10:00 AM,23-Jan-2024 05:00 PM,07-Feb-2024 11:00 AM,"4,28,000",Yes,fixed,,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,Additional Chief Engineer,"O/o ACE, Baripada Irrigation Circle, Baripada",10/23-24 of ACE/BIC Improvement to road on OCC R-V right embankment from Avana RD Road to Baranadi O.C.C. Sluice via Kharasahapur,Road improvement,Please refer Tender documents. ,NA ,"4,27,93,357",Civil Works - Roads,NA ,Tender,90.0,180.0,Bahanaga Block of Balasore District,756042.0,NA ,NA ,NA ,"O/o ACE, Baripada Irrigation Circle, Baripada",No ,No,AOC,21-Oct-2024,"INR 36,378,633",180.0,Suvrat Kumar Dash,21-Oct-2024 03:18 PM,WOACEBIC_10.pdf (1350.00 KB),Contract Awarded,1.0,2389511.0,PURNA CHANDRA PANDA,INR,"36,378,633",1,2401826,ABINASH DHINDA,22-Jan-2024 04:12 PM,Rejected-Technical,Does not satisfy the qualification criteria as per Approved Tender Document,06-Feb-2024 11:30 PM,Finance,Uploaded financial documents of all the eligible bidders have been downloaded successfully.,Pravas Kumar Pradhan,07-Feb-2024 01:02 PM,finance_482295.pdf,BOQ Comparative Chart,"Additional Chief Engineer, Baripada Irrigation Circle",Internal,"PA to ACE BIC, SE Estimator and DAO Balasore Irrigation Division",Bhagaban Chandra Dash,21-Mar-2024 06:06 PM,finsummary_482295.pdf (926.82 KB),"CE-BM,BSB Basin,Laxmiposi||SE,Baripada Irr.Circle,Takatpur",2024_CEBML_99154_8,e-Procurement Notice No.ACEBIC/BLS-03/2023-24,10/23-24 of ACE/BIC Improvement to road on OCC R-V right embankment from Avana RD Road to Baranadi O.C.C. Sluice via Kharasahapur,Technical,Uploaded tender documents of all the bidders have been downloaded successfully.,Bhagaban Chandra Dash,24-Jan-2024 12:40 PM,technical_482295.pdf,"Additional CE, Baripada Irrigation Circle",Internal,"Asst to ACE, AEE and AE of Baripada Irrigation Circle, Baripada",Bhagaban Chandra Dash,06-Feb-2024 11:30 PM,07-Feb-2024 11:00 AM,techsummary_482295.pdf (455.31 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"Affidavit, No Relation Certificate, undertakings, any other document as per SBD/DTCN",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2400636,BASUBHAGNI PRADHAN,21-Jan-2024 08:39 PM,Rejected-Technical,Does not satisfy the qualification criteria as per Approved Tender Document,06-Feb-2024 11:30 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,Bill of Quantity,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2398091,Bhabani Shankar Rout,19-Jan-2024 07:24 PM,Rejected-Finance,Did not win the lottery,21-Mar-2024 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2399920,Gouranga Chandra Nayak,23-Jan-2024 11:38 AM,Rejected-Finance,Did not win the lottery,21-Mar-2024 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2402043,JEETESH RANJAN BEHERA,22-Jan-2024 07:43 PM,Rejected-Finance,Did not win the lottery,21-Mar-2024 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2401658,Krutibash Behera,23-Jan-2024 12:59 PM,Rejected-Finance,Did not win the lottery,21-Mar-2024 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2401677,PRABHAT RANJAN JENA,23-Jan-2024 12:41 PM,Rejected-Finance,Did not win the lottery,21-Mar-2024 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2389511,PURNA CHANDRA PANDA,22-Jan-2024 09:46 PM,Accepted-AOC,Won the lottery,21-Oct-2024 03:18 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2402720,RAGHUNATH DAS,23-Jan-2024 02:59 PM,Rejected-Finance,Did not win the lottery,21-Mar-2024 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2399817,SOUMYA RANJAN MUDULI,20-Jan-2024 06:08 PM,Rejected-Finance,Did not win the lottery,21-Mar-2024 06:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
