Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Bhubaneswar Development Authority||Bhubaneswar Development Authority||EE BDA Division IV,"1765, Dated-06/12/2023",2023_BDABU_98101_1,Yes,Open Tender,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"EMD, GST, PAN, EPF and ESI, RC and Tender Cost",11-Dec-2023 10:00 AM,27-Dec-2023 11:30 AM,11-Dec-2023 10:00 AM,26-Dec-2023 05:00 PM,NA ,NA ,11-Dec-2023 10:00 AM,26-Dec-2023 05:00 PM,05-Jan-2024 04:00 PM,"36,283",Yes,percentage,1.0%,Nil,Nil,1.0,FIRST CORRIGENDUM,Date,,1.0,ICICI BANK,"7,080",0.0,Nil,Nil,No,"Executive Engineer-IV, BDA, Bhubaneswar.","Office of the Executive Engineer-IV, BDA, Bhubaneswar.","Provision of Street light in the median road from Guru Kelu Charan Park to Mancheswar Railway Market, Bhubaneswar","Provision of Street light in the median road from Guru Kelu Charan Park to Mancheswar Railway Market, Bhubaneswar",Please refer Tender documents. ,NA ,"36,28,317",Electrical Works,NA ,Tender,90.0,45.0,BHUBANESWAR,751001.0,NA ,NA ,NA ,"Executive Engineer-IV, BDA, Bhubaneswar.",No ,No,AOC,28-May-2024,"INR 3,084,432",45.0,MADHUSUDAN SAHOO,28-May-2024 04:46 PM,AoCkelu.pdf (590.00 KB),stipulated date of commencement of work is 31.01.202,1.0,2366499.0,SRD ENERGY TREE PVT LTD,INR,"3,084,432",1,2362940,AMPTON ENGINEERING PRIVATE LIMITED,26-Dec-2023 11:54 AM,Rejected-Finance,As per transparent lottery system.,28-May-2024 04:45 PM,Finance,Financial Bid (Cover-II) downloaded and evaluation under process.,MADHUSUDAN SAHOO,05-Jan-2024 04:36 PM,,BOQ Comparative Chart,"EXECUTIVE ENGINEER-IV, BDA, BHUBANESWAR.",Internal,"Estimator-I, Division No.IV, S.D.O. -I (Elect), Division No.IV and D.A.O., Division No.IV, BDA, Bhubaneswar.",MADHUSUDAN SAHOO,28-May-2024 04:45 PM,finsummary_478332.pdf (674.74 KB),Bhubaneswar Development Authority||Bhubaneswar Development Authority||EE BDA Division IV,2023_BDABU_98101_1,"1765, Dated-06/12/2023","Provision of Street light in the median road from Guru Kelu Charan Park to Mancheswar Railway Market, Bhubaneswar",Technical,Technical Bid (Cover-I) downloaded and evaluation under process.,MADHUSUDAN SAHOO,27-Dec-2023 01:09 PM,,"EXECUTIVE ENGINEER-IV, BDA, BHUBANESWAR.",Internal,"Estimator-I, Division No.IV, S.D.O. -I (Elect), Division No.IV and D.A.O., Division No.IV, BDA, Bhubaneswar.",MADHUSUDAN SAHOO,05-Jan-2024 01:22 PM,05-Jan-2024 04:00 PM,techsummary_478332.pdf (779.44 KB),AOC
,,,,,,,,,,,,,,,,.pdf,All other documents as per DTCN,,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2367755,CORESPIKE ELECTRICALS PVT LTD,26-Dec-2023 12:47 PM,Rejected-Finance,As per transparent lottery system.,28-May-2024 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2359799,JBS ENTERPRISES,20-Dec-2023 03:24 PM,Rejected-Finance,As per transparent lottery system.,28-May-2024 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2362573,MARUTI CONSTRUCTIONS,20-Dec-2023 11:56 AM,Rejected-Finance,As per transparent lottery system.,28-May-2024 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2355504,MODERN WINDING AND ELECTRICALS,13-Dec-2023 02:14 PM,Rejected-Finance,As per transparent lottery system.,28-May-2024 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2359794,M/S GANGA ELECTRIC,20-Dec-2023 12:14 PM,Rejected-Finance,As per transparent lottery system.,28-May-2024 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2366836,Ms. JAYANTI ELECTRICALS,25-Dec-2023 08:06 PM,Rejected-Technical,REJECTED,05-Jan-2024 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2358457,M/S SAI ELECTRICAL WORKS,16-Dec-2023 12:53 PM,Rejected-Technical,REJECTED,05-Jan-2024 01:22 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2365379,M/S S. R. ENGINEERS AND CONSTRUCTION,22-Dec-2023 03:41 PM,Rejected-Finance,As per transparent lottery system.,28-May-2024 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2359779,M/s.TULSHI ENTERPRISES,20-Dec-2023 12:42 PM,Rejected-Finance,As per transparent lottery system.,28-May-2024 04:45 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
