Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
EIC-CIVIL||SERNB-CIRCLE-NORTHERN,CCENC(RANDB) /07/ 2024-25,2024_EICCL_107193_6,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Online Proof Copy of Tender Cost, Bid Security, GSTIN, PAN, R.C and Affidavit",20-Nov-2024 04:00 PM,11-Dec-2024 11:00 AM,20-Nov-2024 04:00 PM,10-Dec-2024 05:00 PM,20-Nov-2024 04:00 PM ,07-Dec-2024 05:00 PM ,20-Nov-2024 04:00 PM,10-Dec-2024 05:00 PM,24-Jan-2025 11:00 AM,"2,24,200",Yes,fixed,,Nil,Nil,1.0,EXTENSION OF DATE AND CHANGE OF MECHINERY,Date,,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"C.C.E, Northern R AND B Circle, SAMBALPUR","O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",Construction of 02 nos Box Cell culvert over local Nallah at Ch. 60-170 Km 2 X 6.0 X 4.0 M and Ch. 62-110 Km 2 X 6.0 X 4.0 M on Canal Service road Bargarh main Canal for RD 56.80 Km to 69.646 Km N.H-201 crossing Barpali to Sahajbahal for the year 20,ROAD WORK,Please refer Tender documents. ,NA ,"2,24,15,118",Civil Works - Roads,NA ,Tender,90.0,180.0,BARGARH,768028.0,NA ,NA ,NA ,"O/O THE C.C.E, Northern R AND B Circle, SAMBALPUR",No ,No,AOC,26-Mar-2025,"INR 19,055,092",180.0,Rama Chandra Sethi,26-Mar-2025 08:39 PM,AGTCANAL.pdf (2556.00 KB),AGT DRAWN,1.0,2690879.0,RAMESH KUMAR AGRAWAL,INR,"19,055,092",1,2678203,BAIJAYANTI JAGADALA,03-Dec-2024 01:39 PM,Rejected-Finance,UNSUCCESSFUL BIDDER,26-Mar-2025 08:27 PM,Finance,FINANCIAL BID OPENED,Anam Charan Sahoo,24-Jan-2025 02:55 PM,,BOQ Comparative Chart,CCENC,Internal,,Rama Chandra Sethi,26-Mar-2025 08:27 PM,finsummary_516816.pdf (2490.37 KB),EIC-CIVIL||SERNB-CIRCLE-NORTHERN,2024_EICCL_107193_6,CCENC(RANDB) /07/ 2024-25,Construction of 02 nos Box Cell culvert over local Nallah at Ch. 60-170 Km 2 X 6.0 X 4.0 M and Ch. 62-110 Km 2 X 6.0 X 4.0 M on Canal Service road Bargarh main Canal for RD 56.80 Km to 69.646 Km N.H-201 crossing Barpali to Sahajbahal for the year 20,Technical,TECHNICAL BID OPENED,Anam Charan Sahoo,14-Dec-2024 12:38 PM,,"CCE,NORTHERN R AND B CIRCLE,SAMBALPUR",Internal,,Hemant Naik,22-Jan-2025 01:27 PM,24-Jan-2025 11:00 AM,techsummary_516816.pdf (349.44 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"Ownership of machineries, work experience and MOU for composite Building work etc.",,,,,,,,,,,,,,,,2.0,CHANGE OF MECHINERY,Technical Bid,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2689881,BASANT AGRAWAL,09-Dec-2024 01:13 PM,Rejected-Finance,UNSUCCESSFUL BIDDER,26-Mar-2025 08:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Work experience certificate and other related documents as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2690644,Bikash Panigrahi,10-Dec-2024 01:25 PM,Rejected-Technical,As per the decision of Tender Evaluation Committee,22-Jan-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BILL OF QUANTITY (BOQ),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2691287,KAILASH MAHANA,10-Dec-2024 03:49 PM,Rejected-Technical,As per the decision of Tender Evaluation Committee,22-Jan-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2690826,KAMAL LOCHAN NAIK,10-Dec-2024 11:16 AM,Rejected-Finance,UNSUCCESSFUL BIDDER,26-Mar-2025 08:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2678512,M/S AKASH INFRATECH PROP. AKASHDEEP SINGH SANDHU,03-Dec-2024 02:59 PM,Rejected-Technical,As per the decision of Tender Evaluation Committee,22-Jan-2025 01:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2680119,NAIMISH KUMAR PADHAN,10-Dec-2024 03:36 PM,Rejected-Finance,UNSUCCESSFUL BIDDER,26-Mar-2025 08:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2690732,RABINDRA NATH SARAP,10-Dec-2024 03:00 PM,Rejected-Finance,UNSUCCESSFUL BIDDER,26-Mar-2025 08:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2690879,RAMESH KUMAR AGRAWAL,10-Dec-2024 03:25 PM,Accepted-AOC,AGT DRAWN,26-Mar-2025 08:39 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2690816,RATNAKAR NAIK,09-Dec-2024 10:28 PM,Rejected-Finance,UNSUCCESSFUL BIDDER,26-Mar-2025 08:27 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
