Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
CE RW I||RWCIRCLE-KEONJHAR,Road Online NCB No.412,2024_CERWI_99607_4,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Tender Paper Cost, EMD, Registration Certificate, GSTIN, PAN, Affidavits etc.",11-Jan-2024 06:55 PM,25-Jan-2024 11:00 AM,11-Jan-2024 06:55 PM,24-Jan-2024 05:00 PM,11-Jan-2024 06:55 PM ,22-Jan-2024 05:00 PM ,11-Jan-2024 06:55 PM,24-Jan-2024 05:00 PM,23-Feb-2024 05:00 PM,"4,69,395",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"Chief Construction Engineer, R.W. Circle, Keonjhar","O/o C.C.E., R.W. Circle, Keonjhar",Construction of Kolhahundula to Hundula Patra Sahi Via-Kuldum road under MMSY-TRIP in the District of Keonjhar.,Construction of Kolhahundula to Hundula Patra Sahi Via-Kuldum road under MMSY-TRIP in the District of Keonjhar.,Please refer Tender documents. ,NA ,"4,69,39,541",Civil Works - Roads,NA ,Tender,90.0,330.0,Keonjhar,758001.0,NA ,NA ,NA ,"O/o C.C.E., R.W. Circle, Keonjhar",No ,No,AOC,14-Mar-2024,"INR 42,240,892.56",330.0,Puspanjali Bangsingh,02-Sep-2024 05:53 PM,KOLHAHUNDULA.pdf (920.00 KB),Award of Contract.,1.0,2403582.0,M/S ISWAR CHANDRA BADAPANDA,INR,"42,240,892.56",1,2404000,ABHIJIT PARIDA,24-Jan-2024 01:31 PM,Rejected-Technical,Insufficient similar nature of work.,22-Feb-2024 07:06 PM,Finance,Cover-II,Monalisa Behera,02-Mar-2024 11:55 AM,finance_484401.pdf,BOQ Comparative Chart,Shishir Kumar Mishra,Internal,Puspanjali Bangsingh Monalisha Hembram Monalisa Behera,Monalisa Behera,02-Mar-2024 06:37 PM,finsummary_484401.pdf (445.53 KB),CE RW I||RWCIRCLE-KEONJHAR,2024_CERWI_99607_4,Road Online NCB No.412,Construction of Kolhahundula to Hundula Patra Sahi Via-Kuldum road under MMSY-TRIP in the District of Keonjhar.,Technical,Total 10 Nos. bidder participated.,Monalisa Behera,22-Feb-2024 06:38 PM,technical_484401.pdf,Shishir Kumar Mishra,Internal,Puspanjali Bangsingh Monalisha Hembram Monalisa Behera,Shishir Kumar Mishra,22-Feb-2024 07:06 PM,23-Feb-2024 05:00 PM,techsummary_484401.pdf (486.11 KB),1.0,Tender Revocation,Tender Revocation,22-Feb-2024 06:04 PM,RESULTNCB412.pdf ,472.32,Technical Opening,AOC
,,,,,,,,,,,,,,,,.pdf,"Profit Loss statement, List of similar nature of work, Work in hand and other documents as per DTCN.",,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2399942,DILESWAR PRADHAN,19-Jan-2024 08:07 PM,Rejected-Finance,L5,02-Mar-2024 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,Machineries and all other documents required as per DTCN.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2403623,Mr. Sanjay Kumar Mishra,24-Jan-2024 11:35 AM,Rejected-Technical,Insufficient Bid Capacity.,22-Feb-2024 07:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2403582,M/S ISWAR CHANDRA BADAPANDA,24-Jan-2024 01:07 PM,Accepted-AOC,L1,02-Sep-2024 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2395944,RAJNISH ENGICONS PVT. LTD,24-Jan-2024 01:31 PM,Rejected-Technical,1. Year wise break up of similar nature of work not submitted. 2. Insufficient Bid Capacity.,22-Feb-2024 07:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2402781,RASHMI RANJAN JENA,23-Jan-2024 03:38 PM,Rejected-AOC,L2,02-Sep-2024 05:53 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2403690,SUJIT KUMAR JENA,24-Jan-2024 01:44 PM,Rejected-Technical,Non-responsive.,22-Feb-2024 07:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2402529,SUMIT NANDAN MOHANTY,24-Jan-2024 03:23 PM,Rejected-Finance,L3,02-Mar-2024 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2404521,SUNIL KUMAR MOHANTY,24-Jan-2024 04:47 PM,Rejected-Finance,L4,02-Mar-2024 06:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2402546,SURESH KUMAR PARIDA,23-Jan-2024 01:22 PM,Rejected-Technical,Insufficient Bid Capacity.,22-Feb-2024 07:06 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
