Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
Orissa Mining Corporation,"OMC/E-PROC/CP/78/2023, dated 06.10.2023",2023_OMC_95329_1,Yes,Open Tender,Item Rate,Goods,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"PAN,GSTIN and OTHER DOCUMENTS AS PER DTCN",07-Oct-2023 06:00 PM,02-Dec-2023 05:00 PM,07-Oct-2023 06:00 PM,02-Dec-2023 03:00 PM,07-Oct-2023 06:00 PM ,13-Oct-2023 05:00 PM ,22-Nov-2023 11:00 AM,02-Dec-2023 03:00 PM,23-Feb-2024 03:00 PM,"8,83,000",Yes,fixed,,Nil,Nil,1.0,Corrigendum 9,BOQ,,1.0,ICICI BANK,"11,800",0.0,Nil,Nil,Yes,Head(Contract and Procurement),"OMC Ltd., OMC House, Bhubaneswar",Supply and Installation of Furniture for Officers and Staffs Hostel at different Mines of OMC,Supply and Installation of Furniture for Officers and Staffs Hostel at different Mines of OMC,Please refer Tender documents. ,NA ,,Miscellaneous Goods,NA ,Tender,180.0,60.0,Different Mines of OMC,751001.0,Through VC ,Through VC ,18-Oct-2023 04:30 PM ,"OMC Ltd., OMC House, Bhubaneswar",No ,No,AOC,21-Sep-2024,"INR 27,498,472",60.0,Nandini Nibedita Pal,21-Sep-2024 10:56 AM,LOA-ROYAL.pdf (688.00 KB),Awarded for the work including GST,1.0,2341462.0,M/S ROYAL SAFE COMPANY KB,INR,"27,498,472",1,2341627,4S INTERIORS,02-Dec-2023 02:14 PM,Rejected-Finance,Other than L1,18-Mar-2024 03:40 PM,Finance,Financial opening summary,Pankaj Murmu,27-Feb-2024 12:52 PM,finance_466313.pdf,BOQ Comparative Chart,Director(HR),Internal,"CGM(Finance), GM(CP), Advisor(Legal), CGM(Civil), AGM(Civil)",Pankaj Murmu,18-Mar-2024 03:40 PM,finsummary_466313.pdf (711.50 KB),Orissa Mining Corporation,2023_OMC_95329_1,"OMC/E-PROC/CP/78/2023, dated 06.10.2023",Supply and Installation of Furniture for Officers and Staffs Hostel at different Mines of OMC,Technical,Technical opening summary,Sanjaya Kumar Sahoo,04-Dec-2023 01:12 PM,technical_466313.pdf,Director(HR),Internal,"CGM(Finance),GM(CP),Advisor(Legal)",Pankaj Murmu,22-Feb-2024 02:19 PM,23-Feb-2024 03:00 PM,techsummary_466313.pdf (810.47 KB),AOC
,,,,,,,,,,,,,,,,.pdf,ANY OTHER DOCUMENTS AS PER DTCN,,,,,,,,,,,,,,,,2.0,Corrigendum 8,Date,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2341445,CREATIVE DESIGN AND PRODUCTS,02-Dec-2023 02:17 PM,Rejected-Technical,Techno commercially Disqualified,22-Feb-2024 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,PRICE BID,,,,,,,,,,,,,,,,3.0,Corrigendum 11,Financial Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2328721,Crystal Furnitech Private Limited,01-Dec-2023 10:13 PM,Rejected-Finance,Other than L1,18-Mar-2024 03:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.pdf,RATE OF GST,,,,,,,,,,,,,,,,4.0,Corrigendum 10,Technical Bid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2341939,Dynasty Modular Furnitures Private Limited,02-Dec-2023 02:12 PM,Rejected-Finance,Other than L1,18-Mar-2024 03:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2328633,EUROCOUSTIC PRODUCTS LIMITED,29-Nov-2023 05:55 PM,Rejected-Technical,Techno commercially Disqualified,22-Feb-2024 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2341971,JAI MAA AMBIKA ASSOCIATES PRIVATE LIMITED,02-Dec-2023 01:41 PM,Rejected-Finance,Other than L1,18-Mar-2024 03:40 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2341650,Ms GOLDEN WOOD PECKER,01-Dec-2023 10:51 PM,Rejected-Technical,Techno commercially Disqualified,22-Feb-2024 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2340955,M/S INTERNATIONAL CHIPBOARD INDUSTRIES,01-Dec-2023 11:15 AM,Rejected-Technical,Techno commercially Disqualified,22-Feb-2024 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2341462,M/S ROYAL SAFE COMPANY KB,02-Dec-2023 01:03 PM,Accepted-AOC,Awarded for the work including GST,21-Sep-2024 10:56 AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2340722,PRAGATI CONSTRUCTION,30-Nov-2023 09:20 PM,Rejected-Technical,Techno commercially Disqualified,22-Feb-2024 02:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
