Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,Financial Bid Opening Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Corrigendum Title,Corrigendum Type,View,S.No.1,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Type :.1,Summary :.1,Updated By :.3,Updated On :.1,Document :.2,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.4,Updated On :.2,Financial Bid Opening Date:,Document :.3,Tender Stage
CE RW I||RW-CIRCLE-SUNDARGARH,RWCCESNG-07 OF 2024-25,2024_CERWI_104299_40,Yes,National Competitive Bid,Percentage,Works,2.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical,.pdf,"Registration certificate,GSTIN,PAN,Affidavits etc",23-Aug-2024 09:00 AM,09-Sep-2024 11:00 AM,23-Aug-2024 09:00 AM,07-Sep-2024 05:00 PM,23-Aug-2024 09:00 AM ,05-Sep-2024 05:00 PM ,23-Aug-2024 09:00 AM,07-Sep-2024 05:00 PM,18-Oct-2024 11:00 AM,"2,45,576",Yes,percentage,1.0%,Nil,Nil,1.0,Date corrigendum,Date,,1.0,ICICI BANK,"10,000",0.0,Nil,Nil,No,"C.C.E.,R.W. Circle ,Sundargarh","Office of the C.C.E.,R.W. Circle ,Sundargarh",Construction of new 60 bedded SSD(PSH) hostel at Kinjirkela of Balisankara block in the district of Sundargarh for the year 2023-24.,Construction of new 60 bedded SSD(PSH) hostel at Kinjirkela of Balisankara block in the district of Sundargarh for the year 2023-24.,Please refer Tender documents. ,NA ,"2,45,57,596",Civil Works - Buildings,NA ,Tender,90.0,270.0,Sundargarh,770020.0,NA ,NA ,NA ,"Office of the C.C.E.,R.W. Circle ,Sundargarh",No ,No,AOC,21-Feb-2025,"INR 24,557,596.15",270.0,Kishore Chandra Khatua,21-Feb-2025 04:18 PM,378.pdf (359.00 KB),1.0,2538824.0,BIKRAM PATEL,INR,"20,876,412.49",1,2541387,ANIL KUMAR PUJARI,05-Sep-2024 06:27 PM,Rejected-Finance,Not qualified,16-Dec-2024 06:44 PM,Finance,Ten nos of bidder .,Biswanath Sethy,18-Oct-2024 06:05 PM,finance_505335.pdf,BOQ Comparative Chart,B.Sethy,Internal,,Biswanath Sethy,16-Dec-2024 06:44 PM,finsummary_505335.pdf (22.51 KB),CE RW I||RW-CIRCLE-SUNDARGARH,2024_CERWI_104299_40,RWCCESNG-07 OF 2024-25,Construction of new 60 bedded SSD(PSH) hostel at Kinjirkela of Balisankara block in the district of Sundargarh for the year 2023-24.,Technical,Total ten nos of bidder only,Biswanath Sethy,13-Sep-2024 05:51 PM,,B.Sethy,Internal,,Biswanath Sethy,09-Oct-2024 12:52 PM,18-Oct-2024 11:00 AM,techsummary_505335.pdf (1251.43 KB),AOC
,,,,,,,,,,,,,,,,.pdf,"Annual turnover, work experience, machinaries and other documents as per DTCN.",,,,,,,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,2,2538824,BIKRAM PATEL,31-Aug-2024 07:39 PM,Accepted-AOC,Successful bidder by lottery,21-Feb-2025 04:19 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,2.0,Finance,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,3,2542310,RAJAT KUMAR KAR,07-Sep-2024 03:10 PM,Rejected-Finance,Not qualified,16-Dec-2024 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,4,2541676,RAJEN TIRKEY,06-Sep-2024 08:46 AM,Rejected-Finance,Not qualified,16-Dec-2024 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,5,2537236,SAQULIN MUSTAQ,06-Sep-2024 06:43 PM,Rejected-Finance,Not qualified,16-Dec-2024 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,6,2542328,SD INFRA AND PROJECT PROPRIETOR SUMIT DUNGDUNG,07-Sep-2024 12:16 PM,Rejected-Finance,Not qualified,16-Dec-2024 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,7,2542630,SHUVAM KALO,07-Sep-2024 04:18 PM,Rejected-Finance,Not qualified,16-Dec-2024 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,8,2534384,SOURAV AGARWAL,24-Aug-2024 12:54 PM,Rejected-Finance,Not qualified,16-Dec-2024 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,9,2542243,SURAJ KUMAR TOPPO,06-Sep-2024 09:50 PM,Rejected-Finance,Not qualified,16-Dec-2024 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,10,2542551,TRUPTIMAYEE NAIK,07-Sep-2024 03:19 PM,Rejected-Finance,Not qualified,16-Dec-2024 06:44 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
