Organisation Chain,Tender Reference Number,Tender ID,Withdrawal Allowed,Tender Type,Form of contract,Tender Category,No. of Covers,General Technical Evaluation Allowed,ItemWise Technical Evaluation Allowed,Payment Mode,Is Multi Currency Allowed For BOQ,Is Multi Currency Allowed For Fee,Allow Two Stage Bidding,Cover No,Cover,Document Type,Description,Publish Date,Bid Opening Date,Document Download / Sale Start Date,Document Download / Sale End Date,Clarification Start Date,Clarification End Date,Bid Submission Start Date,Bid Submission End Date,EMD Amount in ₹,EMD Exemption Allowed,EMD Fee Type,EMD Percentage,EMD Payable To,EMD Payable At,S.No,Bank Name,Tender Fee in ₹,VAT Charges in ₹,Fee Payable To,Fee Payable At,Tender Fee Exemption Allowed,Name,Address,Title,Work Description,Pre Qualification Details,Independent External Monitor/Remarks,Tender Value in ₹,Product Category,Sub category,Contract Type,Bid Validity(Days),Period Of Work(Days),Location,Pincode,Pre Bid Meeting Place,Pre Bid Meeting Address,Pre Bid Meeting Date,Bid Opening Place,Should Allow NDA Tender,Allow Preferential Bidder,Tender Stage,Contract Date :,Contract Value :,Work Completion Period in days :,Updated By :,Updated on :,AOC document :,AOC Description :,S.No,Bid Number,Bidder Name,Awarded Currency,Awarded Value,S.No.1,Bid Number.1,Bidder Name.1,Submitted Date,Status,Remarks,Status Updated On,Type :,Summary :,Updated By :.1,Updated On :,Document :,BOQ Comparative Chart :,Committee Chairperson/Co-ordinator Name :,Committee Chairperson/Co-ordinator Type :,Committee Members :,Updated By :.2,Updated on :.1,Document :.1,Organisation Chain :,Tender ID :,Tender Ref No :,Tender Title :,Committee Chairperson/Co-ordinator Name :.1,Committee Chairperson/Co-ordinator Type :.1,Committee Members :.1,Updated By :.3,Updated On :.1,Document :.2,S.No.2,Revocation Title,Revocation Description,Published Date,Document Name,Document Size(in KB),Revocated To,Tender Stage
CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,EERWELBBSR 21/ 2024-25,2024_CERWI_108772_1,Yes,Open Tender,Percentage,Works,1.0,No,No,Online,No,No,No,1.0,Fee/PreQual/Technical/Finance,.pdf,"Valid license copy ,GST certificate ,PAN card , EMD, Tender paper cost",27-Dec-2024 12:00 PM,06-Jan-2025 01:00 PM,27-Dec-2024 12:00 PM,04-Jan-2025 05:00 PM,NA ,NA ,27-Dec-2024 12:00 PM,04-Jan-2025 05:00 PM,"22,862",Yes,percentage,1.0%,Nil,Nil,1.0,ICICI BANK,"6,000",0.0,Nil,Nil,No,Executive Engineer,E.E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,") Installation of 150KVA, 11/0.4KV plinth mounted Sub-Station in favour of Civil Judge, Chandikhole at Nelupur",") Installation of 150KVA, 11/0.4KV plinth mounted Sub-Station in favour of Civil Judge, Chandikhole at Nelupur",Please refer Tender documents. ,NA ,"22,86,241",Electrical Works,NA ,Tender,90.0,90.0,NEULPUR,755024.0,NA ,NA ,NA ,E. E. R.W EL.DIVN.BBSR At- Divn. Complex Rasulgarh,No ,No,AOC,11-Feb-2025,"INR 1,943,533",90.0,Tapan Kumar Mohanty,13-Feb-2025 05:10 PM,615.pdf (576.00 KB),M/s Sanu Electricals and Construction has deposited requisite amount of APS and ISD,1.0,2728081.0,M/S SANU ELECTRICALS AND CONSTRUCTION PROP PRAKASH KUMAR SWAIN,INR,"1,943,533",1,2719931,ABHILASH PRADHAN,01-Jan-2025 08:25 PM,Rejected-Finance,Looser no lottery,06-Feb-2025 12:37 PM,Finance,10nos of bidders participated in the tendee.,Tapan Kumar Mohanty,24-Jan-2025 05:02 PM,,BOQ Comparative Chart,"Executive Engineer, R.W EL.DIVN.BBSR",Internal,"Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Tapan Kumar Mohanty,06-Feb-2025 12:37 PM,finsummary_522046.pdf (240.04 KB),CE RW I||RW Electrical Circle Bhubaneswar||RW Electrical Division Bhubaneswar,2024_CERWI_108772_1,EERWELBBSR 21/ 2024-25,") Installation of 150KVA, 11/0.4KV plinth mounted Sub-Station in favour of Civil Judge, Chandikhole at Nelupur","Executive Engineer, R.W EL.DIVN.BBSR",Internal,"Executive Engineer, D.A.O-II, and Estimator of R.W EL.DIVN.BBSR",Tapan Kumar Mohanty,24-Jan-2025 05:07 PM,techsummary_522046.pdf (217.88 KB),1.0,Tender Revocation,Corrigendum notice to Technical Evaluation Report,24-Jan-2025 04:22 PM,327.pdf ,202.29,Technical Opening,AOC
,,,,,,,,,,,,,,,,.pdf,"Affidavit for correctness, no relation certificate",,,,,,,,,,,,,,,2.0,ICICI NEFT/RTGS,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,2,2726717,AD9 SYNTHETIC & SPORTS (P) LTD.,03-Jan-2025 06:38 PM,Rejected-Finance,Looser no lottery,06-Feb-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,.xls,BOQ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,3,2727901,BABA BAKRESWAR ELECTRICALS AND CONSTRUCTION,04-Jan-2025 11:20 AM,Rejected-Finance,Looser no lottery,06-Feb-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,4,2722159,DHYAN CHAND MISHRA,02-Jan-2025 01:07 PM,Rejected-Finance,Looser no lottery,06-Feb-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,5,2719274,M/s B. M. ELECTRICALS AND CONSTRUCTION,31-Dec-2024 07:41 PM,Rejected-Finance,Looser no lottery,06-Feb-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,6,2728081,M/S SANU ELECTRICALS AND CONSTRUCTION PROP PRAKASH KUMAR SWAIN,04-Jan-2025 12:17 PM,Accepted-AOC,M/s Sanu Electricals and Construction has deposited requisite amount of APS and ISD,13-Feb-2025 05:10 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,7,2718716,NARENDRA PRASAD SINGH,01-Jan-2025 01:09 PM,Rejected-Finance,Looser no lottery,06-Feb-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,8,2728197,SITARAM INFRA AND ENERGY PVT LTD,04-Jan-2025 12:51 PM,Rejected-Finance,Looser no lottery,06-Feb-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,9,2714620,T.RABIN KUMAR PATRO,01-Jan-2025 01:41 PM,Rejected-Finance,Looser no lottery,06-Feb-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC,,,,,,,,,,,,,10,2727864,Trupti Electrical,04-Jan-2025 10:54 AM,Rejected-Finance,Looser no lottery,06-Feb-2025 12:37 PM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AOC
